"year","metric","Intervention","value"
2023,"Stroke averted","Scenario 4",30032.6665243749
2024,"Cumulative cases averted","Scenario 4",264504.122325398
2024,"Cumulative deaths averted","Scenario 4",101942.475678194
2024,"Heart failure averted","Scenario 4",31725.2990909079
2024,"MI averted","Scenario 4",134859.63535985
2024,"Stroke averted","Scenario 4",97919.1878746375
2025,"Cumulative cases averted","Scenario 4",570069.179663524
2025,"Cumulative deaths averted","Scenario 4",220922.193660133
2025,"Heart failure averted","Scenario 4",67840.8232302563
2025,"MI averted","Scenario 4",291083.472728785
2025,"Stroke averted","Scenario 4",211144.88370448
2026,"Cumulative cases averted","Scenario 4",1019759.11106765
2026,"Cumulative deaths averted","Scenario 4",396754.784949757
2026,"Heart failure averted","Scenario 4",120558.441402481
2026,"MI averted","Scenario 4",521421.236703362
2026,"Stroke averted","Scenario 4",377779.432961795
2027,"Cumulative cases averted","Scenario 4",1633602.5466698
2027,"Cumulative deaths averted","Scenario 4",638240.513919223
2027,"Heart failure averted","Scenario 4",191806.86144118
2027,"MI averted","Scenario 4",836462.036198311
2027,"Stroke averted","Scenario 4",605333.649030302
2028,"Cumulative cases averted","Scenario 4",2436487.21841469
2028,"Cumulative deaths averted","Scenario 4",955686.429829691
2028,"Heart failure averted","Scenario 4",284183.269965066
2028,"MI averted","Scenario 4",1249260.6385064
2028,"Stroke averted","Scenario 4",903043.309943222
2029,"Cumulative cases averted","Scenario 4",3455626.49954177
2029,"Cumulative deaths averted","Scenario 4",1360356.73967343
2029,"Heart failure averted","Scenario 4",400580.955231856
2029,"MI averted","Scenario 4",1774010.75358021
2029,"Stroke averted","Scenario 4",1281034.7907297
2030,"Cumulative cases averted","Scenario 4",4716908.43227226
2030,"Cumulative deaths averted","Scenario 4",1863640.40063731
2030,"Heart failure averted","Scenario 4",543524.672281095
2030,"MI averted","Scenario 4",2424345.27196305
2030,"Stroke averted","Scenario 4",1749038.48802809
2031,"Cumulative cases averted","Scenario 4",6238517.89592024
2031,"Cumulative deaths averted","Scenario 4",2473917.84998425
2031,"Heart failure averted","Scenario 4",714779.510706817
2031,"MI averted","Scenario 4",3209727.56307125
2031,"Stroke averted","Scenario 4",2314010.82214216
2032,"Cumulative cases averted","Scenario 4",7967467.69329817
2032,"Cumulative deaths averted","Scenario 4",3168666.4280255
2032,"Heart failure averted","Scenario 4",907637.028936407
2032,"MI averted","Scenario 4",4104386.04024324
2032,"Stroke averted","Scenario 4",2955444.62411851
2033,"Cumulative cases averted","Scenario 4",9871389.03549179
2033,"Cumulative deaths averted","Scenario 4",3936533.71601865
2033,"Heart failure averted","Scenario 4",1116463.14349927
2033,"MI averted","Scenario 4",5094165.77570017
2033,"Stroke averted","Scenario 4",3660760.11629235
2034,"Cumulative cases averted","Scenario 4",11947724.0433282
2034,"Cumulative deaths averted","Scenario 4",4779607.25793559
2034,"Heart failure averted","Scenario 4",1339488.46077289
2034,"MI averted","Scenario 4",6179015.90320467
2034,"Stroke averted","Scenario 4",4429219.67935063
2035,"Cumulative cases averted","Scenario 4",14201569.6884152
2035,"Cumulative deaths averted","Scenario 4",5702059.19237295
2035,"Heart failure averted","Scenario 4",1576443.63005177
2035,"MI averted","Scenario 4",7362171.50039772
2035,"Stroke averted","Scenario 4",5262954.55796574
2036,"Cumulative cases averted","Scenario 4",16661621.4754771
2036,"Cumulative deaths averted","Scenario 4",6720348.3322944
2036,"Heart failure averted","Scenario 4",1828339.16115468
2036,"MI averted","Scenario 4",8660250.37767129
2036,"Stroke averted","Scenario 4",6173031.93665109
2037,"Cumulative cases averted","Scenario 4",19352312.0744888
2037,"Cumulative deaths averted","Scenario 4",7847235.42801924
2037,"Heart failure averted","Scenario 4",2097266.81108511
2037,"MI averted","Scenario 4",10085904.4084082
2037,"Stroke averted","Scenario 4",7169140.85499541
2038,"Cumulative cases averted","Scenario 4",22291017.0670471
2038,"Cumulative deaths averted","Scenario 4",9086579.07266361
2038,"Heart failure averted","Scenario 4",2384550.38867799
2038,"MI averted","Scenario 4",11650113.8293422
2038,"Stroke averted","Scenario 4",8256352.84902696
2039,"Cumulative cases averted","Scenario 4",25500418.0645012
2039,"Cumulative deaths averted","Scenario 4",10446289.4896376
2039,"Heart failure averted","Scenario 4",2691937.08025002
2039,"MI averted","Scenario 4",13366230.2175154
2039,"Stroke averted","Scenario 4",9442250.76673576
2040,"Cumulative cases averted","Scenario 4",28994869.3042751
2040,"Cumulative deaths averted","Scenario 4",11930525.2955261
2040,"Heart failure averted","Scenario 4",3020117.69946445
2040,"MI averted","Scenario 4",15243628.4105532
2040,"Stroke averted","Scenario 4",10731123.1942575
2041,"Cumulative cases averted","Scenario 4",32763554.5355832
2041,"Cumulative deaths averted","Scenario 4",13534023.8490392
2041,"Heart failure averted","Scenario 4",3367436.19065131
2041,"MI averted","Scenario 4",17277713.2647189
2041,"Stroke averted","Scenario 4",12118405.0802129
2042,"Cumulative cases averted","Scenario 4",36798813.0700121
2042,"Cumulative deaths averted","Scenario 4",15253738.7943655
2042,"Heart failure averted","Scenario 4",3732680.85445568
2042,"MI averted","Scenario 4",19465064.8549252
2042,"Stroke averted","Scenario 4",13601067.3606312
2043,"Cumulative cases averted","Scenario 4",41115109.8201409
2043,"Cumulative deaths averted","Scenario 4",17097569.8067075
2043,"Heart failure averted","Scenario 4",4117376.98103441
2043,"MI averted","Scenario 4",21812613.6115538
2043,"Stroke averted","Scenario 4",15185119.2275527
2044,"Cumulative cases averted","Scenario 4",45717538.9122095
2044,"Cumulative deaths averted","Scenario 4",19069091.8053453
2044,"Heart failure averted","Scenario 4",4521981.92532492
2044,"MI averted","Scenario 4",24322661.4781843
2044,"Stroke averted","Scenario 4",16872895.5087003
2045,"Cumulative cases averted","Scenario 4",50606892.2690405
2045,"Cumulative deaths averted","Scenario 4",21170708.9615515
2045,"Heart failure averted","Scenario 4",4946607.28274277
2045,"MI averted","Scenario 4",26994890.9721908
2045,"Stroke averted","Scenario 4",18665394.0141069
2046,"Cumulative cases averted","Scenario 4",55779533.7048253
2046,"Cumulative deaths averted","Scenario 4",23402230.2984382
2046,"Heart failure averted","Scenario 4",5390624.60913164
2046,"MI averted","Scenario 4",29827345.7773327
2046,"Stroke averted","Scenario 4",20561563.3183609
2047,"Cumulative cases averted","Scenario 4",61235435.3887023
2047,"Cumulative deaths averted","Scenario 4",25763929.2587612
2047,"Heart failure averted","Scenario 4",5853834.00944658
2047,"MI averted","Scenario 4",32820222.82774
2047,"Stroke averted","Scenario 4",22561378.5515157
2048,"Cumulative cases averted","Scenario 4",66955264.6595999
2048,"Cumulative deaths averted","Scenario 4",28240779.5238266
2048,"Heart failure averted","Scenario 4",6333423.54470897
2048,"MI averted","Scenario 4",35966941.0536087
2048,"Stroke averted","Scenario 4",24654900.0612822
2049,"Cumulative cases averted","Scenario 4",72913377.8052447
2049,"Cumulative deaths averted","Scenario 4",30818043.6429693
2049,"Heart failure averted","Scenario 4",6826522.67074513
2049,"MI averted","Scenario 4",39255715.3756022
2049,"Stroke averted","Scenario 4",26831139.7588974
2050,"Cumulative cases averted","Scenario 4",79062575.5053658
2050,"Cumulative deaths averted","Scenario 4",33471078.4324978
2050,"Heart failure averted","Scenario 4",7327487.30723038
2050,"MI averted","Scenario 4",42664592.0207644
2050,"Stroke averted","Scenario 4",29070496.177371
