"year","metric","Intervention","value"
2024,"Cumulative deaths averted","Scenario 4",80703.9934961982
2024,"Heart failure averted","Scenario 4",26136.9364534905
2024,"MI averted","Scenario 4",109604.930793848
2024,"Stroke averted","Scenario 4",135889.393997438
2025,"Cumulative cases averted","Scenario 4",570319.190295272
2025,"Cumulative deaths averted","Scenario 4",169537.558875769
2025,"Heart failure averted","Scenario 4",54337.7175393347
2025,"MI averted","Scenario 4",229249.106471438
2025,"Stroke averted","Scenario 4",286732.366284493
2026,"Cumulative cases averted","Scenario 4",991814.826778769
2026,"Cumulative deaths averted","Scenario 4",295039.626261707
2026,"Heart failure averted","Scenario 4",93759.2279114807
2026,"MI averted","Scenario 4",397629.823359925
2026,"Stroke averted","Scenario 4",500425.775507357
2027,"Cumulative cases averted","Scenario 4",1546732.71638598
2027,"Cumulative deaths averted","Scenario 4",460438.93336527
2027,"Heart failure averted","Scenario 4",145268.346328862
2027,"MI averted","Scenario 4",618883.066945877
2027,"Stroke averted","Scenario 4",782581.303111237
2028,"Cumulative cases averted","Scenario 4",2245716.52318048
2028,"Cumulative deaths averted","Scenario 4",668985.768149506
2028,"Heart failure averted","Scenario 4",209736.3531374
2028,"MI averted","Scenario 4",897145.607887175
2028,"Stroke averted","Scenario 4",1138834.56215589
2029,"Cumulative cases averted","Scenario 4",3099553.61508656
2029,"Cumulative deaths averted","Scenario 4",923981.211606592
2029,"Heart failure averted","Scenario 4",288058.372413226
2029,"MI averted","Scenario 4",1236609.48260871
2029,"Stroke averted","Scenario 4",1574885.76006461
2030,"Cumulative cases averted","Scenario 4",4118954.35442231
2030,"Cumulative deaths averted","Scenario 4",1228725.28552403
2030,"Heart failure averted","Scenario 4",381136.20724046
2030,"MI averted","Scenario 4",1641468.37706161
2030,"Stroke averted","Scenario 4",2096349.77012024
2031,"Cumulative cases averted","Scenario 4",5314711.47255506
2031,"Cumulative deaths averted","Scenario 4",1586563.17111709
2031,"Heart failure averted","Scenario 4",489866.761824301
2031,"MI averted","Scenario 4",2115931.11972608
2031,"Stroke averted","Scenario 4",2708913.59100468
2032,"Cumulative cases averted","Scenario 4",6696962.73989341
2032,"Cumulative deaths averted","Scenario 4",2000698.46848286
2032,"Heart failure averted","Scenario 4",615092.191875952
2032,"MI averted","Scenario 4",2664010.42644153
2032,"Stroke averted","Scenario 4",3417860.12157595
2033,"Cumulative cases averted","Scenario 4",8275177.33614122
2033,"Cumulative deaths averted","Scenario 4",2474192.73578551
2033,"Heart failure averted","Scenario 4",757579.808647436
2033,"MI averted","Scenario 4",3289489.8219849
2033,"Stroke averted","Scenario 4",4228107.70550891
2034,"Cumulative cases averted","Scenario 4",10058003.1138809
2034,"Cumulative deaths averted","Scenario 4",3009927.21651317
2034,"Heart failure averted","Scenario 4",918017.66401374
2034,"MI averted","Scenario 4",3995892.13485856
2034,"Stroke averted","Scenario 4",5144093.31500866
2035,"Cumulative cases averted","Scenario 4",12053147.5636584
2035,"Cumulative deaths averted","Scenario 4",3610580.75406772
2035,"Heart failure averted","Scenario 4",1096994.35390503
2035,"MI averted","Scenario 4",4786434.27543633
2035,"Stroke averted","Scenario 4",6169718.93431708
2036,"Cumulative cases averted","Scenario 4",14267224.3998901
2036,"Cumulative deaths averted","Scenario 4",4278595.10877341
2036,"Heart failure averted","Scenario 4",1294990.92805763
2036,"MI averted","Scenario 4",5663994.54793935
2036,"Stroke averted","Scenario 4",7308238.92389316
2037,"Cumulative cases averted","Scenario 4",16706129.7333502
2037,"Cumulative deaths averted","Scenario 4",5016254.60329148
2037,"Heart failure averted","Scenario 4",1512427.95187661
2037,"MI averted","Scenario 4",6631274.02922665
2037,"Stroke averted","Scenario 4",8562427.75224696
2038,"Cumulative cases averted","Scenario 4",19397609.7907346
2038,"Cumulative deaths averted","Scenario 4",5828894.69704569
2038,"Heart failure averted","Scenario 4",1752907.53325599
2038,"MI averted","Scenario 4",7703113.45330912
2038,"Stroke averted","Scenario 4",9941588.80416947
2039,"Cumulative cases averted","Scenario 4",22365343.5859768
2039,"Cumulative deaths averted","Scenario 4",6721316.26642973
2039,"Heart failure averted","Scenario 4",2019416.86320763
2039,"MI averted","Scenario 4",8892079.87921313
2039,"Stroke averted","Scenario 4",11453846.8435561
2040,"Cumulative cases averted","Scenario 4",25603534.0182599
2040,"Cumulative deaths averted","Scenario 4",7695147.58531706
2040,"Heart failure averted","Scenario 4",2310590.02897928
2040,"MI averted","Scenario 4",10193387.4552081
2040,"Stroke averted","Scenario 4",13099556.5340726
2041,"Cumulative cases averted","Scenario 4",29088845.481779
2041,"Cumulative deaths averted","Scenario 4",8749048.67957537
2041,"Heart failure averted","Scenario 4",2622472.49075816
2041,"MI averted","Scenario 4",11593176.6960066
2041,"Stroke averted","Scenario 4",14873196.2950143
2042,"Cumulative cases averted","Scenario 4",32838028.2213605
2042,"Cumulative deaths averted","Scenario 4",9886875.57095548
2042,"Heart failure averted","Scenario 4",2956671.32301596
2042,"MI averted","Scenario 4",13099509.3922936
2042,"Stroke averted","Scenario 4",16781847.506051
2043,"Cumulative cases averted","Scenario 4",36865105.4044372
2043,"Cumulative deaths averted","Scenario 4",11114427.6736212
2043,"Heart failure averted","Scenario 4",3314353.45378205
2043,"MI averted","Scenario 4",14716130.1496041
2043,"Stroke averted","Scenario 4",18834621.8010511
2044,"Cumulative cases averted","Scenario 4",41159725.0620546
2044,"Cumulative deaths averted","Scenario 4",12430476.3619209
2044,"Heart failure averted","Scenario 4",3693326.75548198
2044,"MI averted","Scenario 4",16438251.7995828
2044,"Stroke averted","Scenario 4",21028146.5069899
2045,"Cumulative cases averted","Scenario 4",45731708.9510017
2045,"Cumulative deaths averted","Scenario 4",13838815.0000901
2045,"Heart failure averted","Scenario 4",4093618.0690544
2045,"MI averted","Scenario 4",18269971.9671916
2045,"Stroke averted","Scenario 4",23368118.9147557
2046,"Cumulative cases averted","Scenario 4",50576811.1941766
2046,"Cumulative deaths averted","Scenario 4",15339290.0258125
2046,"Heart failure averted","Scenario 4",4514523.91677073
2046,"MI averted","Scenario 4",20208550.1924795
2046,"Stroke averted","Scenario 4",25853737.0849265
2047,"Cumulative cases averted","Scenario 4",55698156.3205537
2047,"Cumulative deaths averted","Scenario 4",16934056.4386827
2047,"Heart failure averted","Scenario 4",4956069.59954965
2047,"MI averted","Scenario 4",22255512.4849575
2047,"Stroke averted","Scenario 4",28486574.2360465
2048,"Cumulative cases averted","Scenario 4",61093808.8996202
2048,"Cumulative deaths averted","Scenario 4",18624088.1889302
2048,"Heart failure averted","Scenario 4",5418257.85507491
2048,"MI averted","Scenario 4",24410839.4975014
2048,"Stroke averted","Scenario 4",31264711.5470439
2049,"Cumulative cases averted","Scenario 4",66758678.1838803
2049,"Cumulative deaths averted","Scenario 4",20409652.1743323
2049,"Heart failure averted","Scenario 4",5900886.23803728
2049,"MI averted","Scenario 4",26674013.5878933
2049,"Stroke averted","Scenario 4",34183778.3579497
2050,"Cumulative cases averted","Scenario 4",72676488.356862
2050,"Cumulative deaths averted","Scenario 4",22287799.7416118
2050,"Heart failure averted","Scenario 4",6402226.19575104
2050,"MI averted","Scenario 4",29040146.8008086
2050,"Stroke averted","Scenario 4",37234115.3603024
2017,"Cumulative cases averted","Scenario 5",0
2017,"Cumulative deaths averted","Scenario 5",0
2017,"Heart failure averted","Scenario 5",0
2017,"MI averted","Scenario 5",0
2017,"Stroke averted","Scenario 5",0
2018,"Cumulative cases averted","Scenario 5",0
2018,"Cumulative deaths averted","Scenario 5",0
2018,"Heart failure averted","Scenario 5",0
2018,"MI averted","Scenario 5",0
2018,"Stroke averted","Scenario 5",0
2019,"Cumulative cases averted","Scenario 5",0
2019,"Cumulative deaths averted","Scenario 5",0
2019,"Heart failure averted","Scenario 5",0
2019,"MI averted","Scenario 5",0
2019,"Stroke averted","Scenario 5",0
2020,"Cumulative cases averted","Scenario 5",0
2020,"Cumulative deaths averted","Scenario 5",0
2020,"Heart failure averted","Scenario 5",0
2020,"MI averted","Scenario 5",0
2020,"Stroke averted","Scenario 5",0
2021,"Cumulative cases averted","Scenario 5",0
2021,"Cumulative deaths averted","Scenario 5",0
2021,"Heart failure averted","Scenario 5",0
2021,"MI averted","Scenario 5",0
2021,"Stroke averted","Scenario 5",0
2022,"Cumulative cases averted","Scenario 5",0
2022,"Cumulative deaths averted","Scenario 5",0
2022,"Heart failure averted","Scenario 5",0
2022,"MI averted","Scenario 5",0
2022,"Stroke averted","Scenario 5",0
2023,"Cumulative cases averted","Scenario 5",340870.316934168
2023,"Cumulative deaths averted","Scenario 5",101284.007938731
2023,"Heart failure averted","Scenario 5",33252.2756795175
2023,"MI averted","Scenario 5",138436.15158904
2023,"Stroke averted","Scenario 5",169181.889665615
2024,"Cumulative cases averted","Scenario 5",1086181.77553865
2024,"Cumulative deaths averted","Scenario 5",322708.265645858
2024,"Heart failure averted","Scenario 5",104516.84648854
2024,"MI averted","Scenario 5",438277.465373445
2024,"Stroke averted","Scenario 5",543387.463676672
2025,"Cumulative cases averted","Scenario 5",2279428.4685026
2025,"Cumulative deaths averted","Scenario 5",677574.92285499
2025,"Heart failure averted","Scenario 5",217188.38771286
2025,"MI averted","Scenario 5",916239.874952018
2025,"Stroke averted","Scenario 5",1146000.20583773
2026,"Cumulative cases averted","Scenario 5",3961629.25013745
2026,"Cumulative deaths averted","Scenario 5",1178408.1980737
2026,"Heart failure averted","Scenario 5",374546.828089425
2026,"MI averted","Scenario 5",1588220.04601645
2026,"Stroke averted","Scenario 5",1998862.37603157
2027,"Cumulative cases averted","Scenario 5",6173800.73590663
2027,"Cumulative deaths averted","Scenario 5",1837676.85727741
2027,"Heart failure averted","Scenario 5",579937.354389406
2027,"MI averted","Scenario 5",2470176.45857136
2027,"Stroke averted","Scenario 5",3123686.92294587
2028,"Cumulative cases averted","Scenario 5",8956988.67316464
2028,"Cumulative deaths averted","Scenario 5",2667896.87257461
2028,"Heart failure averted","Scenario 5",836712.405260378
2028,"MI averted","Scenario 5",3578014.90844421
2028,"Stroke averted","Scenario 5",4542261.35946006
2029,"Cumulative cases averted","Scenario 5",12352547.1385244
2029,"Cumulative deaths averted","Scenario 5",3681708.42227489
2029,"Heart failure averted","Scenario 5",1148302.38239434
2029,"MI averted","Scenario 5",4927765.33526606
2029,"Stroke averted","Scenario 5",6276479.42086402
2030,"Cumulative cases averted","Scenario 5",16401416.3279664
2030,"Cumulative deaths averted","Scenario 5",4891703.43988962
2030,"Heart failure averted","Scenario 5",1518147.83816236
2030,"MI averted","Scenario 5",6535405.2375631
2030,"Stroke averted","Scenario 5",8347863.25224095
2031,"Cumulative cases averted","Scenario 5",21145065.3335044
2031,"Cumulative deaths averted","Scenario 5",6310699.54472128
2031,"Heart failure averted","Scenario 5",1949709.82642618
2031,"MI averted","Scenario 5",8417049.68604953
2031,"Stroke averted","Scenario 5",10778305.8210287
2032,"Cumulative cases averted","Scenario 5",26622392.7507423
2032,"Cumulative deaths averted","Scenario 5",7950945.52948272
2032,"Heart failure averted","Scenario 5",2446233.11805269
2032,"MI averted","Scenario 5",10588030.5203439
2032,"Stroke averted","Scenario 5",13588129.1123457
2033,"Cumulative cases averted","Scenario 5",32869923.2518706
2033,"Cumulative deaths averted","Scenario 5",9824199.81888839
2033,"Heart failure averted","Scenario 5",3010708.90833397
2033,"MI averted","Scenario 5",13062859.8067115
2033,"Stroke averted","Scenario 5",16796354.5368251
2034,"Cumulative cases averted","Scenario 5",39920555.5306409
2034,"Cumulative deaths averted","Scenario 5",11941446.7410076
2034,"Heart failure averted","Scenario 5",3645751.16150553
2034,"MI averted","Scenario 5",15854769.6285613
2034,"Stroke averted","Scenario 5",20420034.740574
2035,"Cumulative cases averted","Scenario 5",47717636.192687
2035,"Cumulative deaths averted","Scenario 5",14300516.5696367
2035,"Heart failure averted","Scenario 5",4341114.86593858
2035,"MI averted","Scenario 5",18928823.2893367
2035,"Stroke averted","Scenario 5",24447698.0374117
2036,"Cumulative cases averted","Scenario 5",56257679.5892299
2036,"Cumulative deaths averted","Scenario 5",16904598.968048
2036,"Heart failure averted","Scenario 5",5094422.33287138
2036,"MI averted","Scenario 5",22282148.2683244
2036,"Stroke averted","Scenario 5",28881108.988034
2037,"Cumulative cases averted","Scenario 5",65501079.4094875
2037,"Cumulative deaths averted","Scenario 5",19747759.2981712
2037,"Heart failure averted","Scenario 5",5898456.89026631
2037,"MI averted","Scenario 5",25897813.6359114
2037,"Stroke averted","Scenario 5",33704808.8833098
2038,"Cumulative cases averted","Scenario 5",75431166.7049362
2038,"Cumulative deaths averted","Scenario 5",22828698.0044407
2038,"Heart failure averted","Scenario 5",6749561.44977309
2038,"MI averted","Scenario 5",29767322.9911954
2038,"Stroke averted","Scenario 5",38914282.2639677
2039,"Cumulative cases averted","Scenario 5",86051018.159352
2039,"Cumulative deaths averted","Scenario 5",26151693.0826157
2039,"Heart failure averted","Scenario 5",7646803.52605772
2039,"MI averted","Scenario 5",33891128.0576662
2039,"Stroke averted","Scenario 5",44513086.575628
2040,"Cumulative cases averted","Scenario 5",97343283.2041535
2040,"Cumulative deaths averted","Scenario 5",29712251.0291252
2040,"Heart failure averted","Scenario 5",8584985.92295472
2040,"MI averted","Scenario 5",38262861.5597549
2040,"Stroke averted","Scenario 5",50495435.7214438
2041,"Cumulative cases averted","Scenario 5",108955224.010324
2041,"Cumulative deaths averted","Scenario 5",33416184.3895368
2041,"Heart failure averted","Scenario 5",9533077.90153967
2041,"MI averted","Scenario 5",42773946.0550389
2041,"Stroke averted","Scenario 5",56648200.0537453
2042,"Cumulative cases averted","Scenario 5",120314001.809652
2042,"Cumulative deaths averted","Scenario 5",37096259.0732175
2042,"Heart failure averted","Scenario 5",10451712.1885929
2042,"MI averted","Scenario 5",47215638.3756282
2042,"Stroke averted","Scenario 5",62646651.2454309
2043,"Cumulative cases averted","Scenario 5",131107583.39019
2043,"Cumulative deaths averted","Scenario 5",40618792.2651057
2043,"Heart failure averted","Scenario 5",11318442.8703593
2043,"MI averted","Scenario 5",51449624.4826637
2043,"Stroke averted","Scenario 5",68339516.0371671
2044,"Cumulative cases averted","Scenario 5",141295812.999225
2044,"Cumulative deaths averted","Scenario 5",43967113.9501307
2044,"Heart failure averted","Scenario 5",12131266.7767263
2044,"MI averted","Scenario 5",55459839.2238664
2044,"Stroke averted","Scenario 5",73704706.9986326
2045,"Cumulative cases averted","Scenario 5",150838717.661587
2045,"Cumulative deaths averted","Scenario 5",47125618.8899524
2045,"Heart failure averted","Scenario 5",12887788.6603097
2045,"MI averted","Scenario 5",59229299.0440063
2045,"Stroke averted","Scenario 5",78721629.9572706
2046,"Cumulative cases averted","Scenario 5",159690279.844842
2046,"Cumulative deaths averted","Scenario 5",50077895.7710178
2046,"Heart failure averted","Scenario 5",13585469.5050246
2046,"MI averted","Scenario 5",62741879.9207969
2046,"Stroke averted","Scenario 5",83362930.4190207
2047,"Cumulative cases averted","Scenario 5",167799118.4202
2047,"Cumulative deaths averted","Scenario 5",52806145.8245616
2047,"Heart failure averted","Scenario 5",14221125.9019751
2047,"MI averted","Scenario 5",65978214.7656339
2047,"Stroke averted","Scenario 5",87599777.7525909
2048,"Cumulative cases averted","Scenario 5",175100548.247
2048,"Cumulative deaths averted","Scenario 5",55289434.1395636
2048,"Heart failure averted","Scenario 5",14791072.0750567
2048,"MI averted","Scenario 5",68916062.3625425
2048,"Stroke averted","Scenario 5",91393413.8094004
2049,"Cumulative cases averted","Scenario 5",181534213.530538
2049,"Cumulative deaths averted","Scenario 5",57507933.7459428
2049,"Heart failure averted","Scenario 5",15292503.6558629
2049,"MI averted","Scenario 5",71534699.5061152
2049,"Stroke averted","Scenario 5",94707010.3685599
2050,"Cumulative cases averted","Scenario 5",187062094.782268
2050,"Cumulative deaths averted","Scenario 5",59448406.72974
2050,"Heart failure averted","Scenario 5",15726228.7183464
2050,"MI averted","Scenario 5",73823061.5806765
2050,"Stroke averted","Scenario 5",97512804.4832447
