"year","metric","Intervention","value"
2023,"Stroke averted","Scenario 4",34690.6238791719
2024,"Cumulative cases averted","Scenario 4",305191.895266138
2024,"Cumulative deaths averted","Scenario 4",117550.869655479
2024,"Heart failure averted","Scenario 4",36627.9953399152
2024,"MI averted","Scenario 4",155593.900226742
2024,"Stroke averted","Scenario 4",112969.999699483
2025,"Cumulative cases averted","Scenario 4",657356.700157717
2025,"Cumulative deaths averted","Scenario 4",254484.742681138
2025,"Heart failure averted","Scenario 4",78314.2442358881
2025,"MI averted","Scenario 4",335607.782354925
2025,"Stroke averted","Scenario 4",243434.673566906
2026,"Cumulative cases averted","Scenario 4",1175498.56473072
2026,"Cumulative deaths averted","Scenario 4",456729.826586444
2026,"Heart failure averted","Scenario 4",139175.589998545
2026,"MI averted","Scenario 4",600939.642340567
2026,"Stroke averted","Scenario 4",435383.33239161
2027,"Cumulative cases averted","Scenario 4",1882758.56979092
2027,"Cumulative deaths averted","Scenario 4",734407.779835831
2027,"Heart failure averted","Scenario 4",221456.798172049
2027,"MI averted","Scenario 4",963814.06181604
2027,"Stroke averted","Scenario 4",697487.709802831
2028,"Cumulative cases averted","Scenario 4",2807915.95150627
2028,"Cumulative deaths averted","Scenario 4",1099391.25745685
2028,"Heart failure averted","Scenario 4",328177.595847085
2028,"MI averted","Scenario 4",1439316.80218894
2028,"Stroke averted","Scenario 4",1040421.55347024
2029,"Cumulative cases averted","Scenario 4",3982444.79821637
2029,"Cumulative deaths averted","Scenario 4",1564656.03374678
2029,"Heart failure averted","Scenario 4",462700.269274864
2029,"MI averted","Scenario 4",2043856.22313796
2029,"Stroke averted","Scenario 4",1475888.30580354
2030,"Cumulative cases averted","Scenario 4",5436314.10241218
2030,"Cumulative deaths averted","Scenario 4",2143345.35772727
2030,"Heart failure averted","Scenario 4",627963.861950936
2030,"MI averted","Scenario 4",2793202.58179751
2030,"Stroke averted","Scenario 4",2015147.65866373
2031,"Cumulative cases averted","Scenario 4",7190760.5693206
2031,"Cumulative deaths averted","Scenario 4",2845200.47366754
2031,"Heart failure averted","Scenario 4",826049.789119015
2031,"MI averted","Scenario 4",3698391.30003711
2031,"Stroke averted","Scenario 4",2666319.48016445
2032,"Cumulative cases averted","Scenario 4",9185437.96533772
2032,"Cumulative deaths averted","Scenario 4",3644537.90517226
2032,"Heart failure averted","Scenario 4",1049323.54657728
2032,"MI averted","Scenario 4",4730073.67388814
2032,"Stroke averted","Scenario 4",3406040.74487228
2033,"Cumulative cases averted","Scenario 4",11383795.7600055
2033,"Cumulative deaths averted","Scenario 4",4528560.13934837
2033,"Heart failure averted","Scenario 4",1291394.2663884
2033,"MI averted","Scenario 4",5872303.86619015
2033,"Stroke averted","Scenario 4",4220097.62742696
2034,"Cumulative cases averted","Scenario 4",13783667.8960725
2034,"Cumulative deaths averted","Scenario 4",5499950.76518266
2034,"Heart failure averted","Scenario 4",1550326.47851663
2034,"MI averted","Scenario 4",7125414.25964843
2034,"Stroke averted","Scenario 4",5107927.15790744
2035,"Cumulative cases averted","Scenario 4",16391893.140325
2035,"Cumulative deaths averted","Scenario 4",6563844.07476301
2035,"Heart failure averted","Scenario 4",1825931.83818976
2035,"MI averted","Scenario 4",8493630.29297322
2035,"Stroke averted","Scenario 4",6072331.00916205
2036,"Cumulative cases averted","Scenario 4",19242682.2272066
2036,"Cumulative deaths averted","Scenario 4",7739552.61729153
2036,"Heart failure averted","Scenario 4",2119530.23129578
2036,"MI averted","Scenario 4",9996687.4256557
2036,"Stroke averted","Scenario 4",7126464.57025515
2037,"Cumulative cases averted","Scenario 4",22367477.2867671
2037,"Cumulative deaths averted","Scenario 4",9043076.75128607
2037,"Heart failure averted","Scenario 4",2433984.35238389
2037,"MI averted","Scenario 4",11650741.4753385
2037,"Stroke averted","Scenario 4",8282751.45904466
2038,"Cumulative cases averted","Scenario 4",25789742.6032203
2038,"Cumulative deaths averted","Scenario 4",10480162.4755991
2038,"Heart failure averted","Scenario 4",2771297.93237655
2038,"MI averted","Scenario 4",13470107.4508188
2038,"Stroke averted","Scenario 4",9548337.22002495
2039,"Cumulative cases averted","Scenario 4",29540003.3495821
2039,"Cumulative deaths averted","Scenario 4",12061462.2570096
2039,"Heart failure averted","Scenario 4",3134109.06977826
2039,"MI averted","Scenario 4",15472306.4998252
2039,"Stroke averted","Scenario 4",10933587.7799787
2040,"Cumulative cases averted","Scenario 4",33642338.8089965
2040,"Cumulative deaths averted","Scenario 4",13794126.0710354
2040,"Heart failure averted","Scenario 4",3524345.56383785
2040,"MI averted","Scenario 4",17671813.0422268
2040,"Stroke averted","Scenario 4",12446180.2029319
2041,"Cumulative cases averted","Scenario 4",38092175.6686458
2041,"Cumulative deaths averted","Scenario 4",15674727.3643463
2041,"Heart failure averted","Scenario 4",3941166.18299374
2041,"MI averted","Scenario 4",20067301.2550598
2041,"Stroke averted","Scenario 4",14083708.2305922
2042,"Cumulative cases averted","Scenario 4",42884935.9635048
2042,"Cumulative deaths averted","Scenario 4",17701542.9106354
2042,"Heart failure averted","Scenario 4",4383647.99087766
2042,"MI averted","Scenario 4",22657004.0125738
2042,"Stroke averted","Scenario 4",15844283.9600533
2043,"Cumulative cases averted","Scenario 4",48039843.2428708
2043,"Cumulative deaths averted","Scenario 4",19884835.8815141
2043,"Heart failure averted","Scenario 4",4853775.38160197
2043,"MI averted","Scenario 4",25450275.9656135
2043,"Stroke averted","Scenario 4",17735791.8956553
2044,"Cumulative cases averted","Scenario 4",53567403.1849519
2044,"Cumulative deaths averted","Scenario 4",22230671.7883054
2044,"Heart failure averted","Scenario 4",5352436.65948239
2044,"MI averted","Scenario 4",28452382.7950656
2044,"Stroke averted","Scenario 4",19762583.7304039
2045,"Cumulative cases averted","Scenario 4",59474364.3058762
2045,"Cumulative deaths averted","Scenario 4",24744233.4844486
2045,"Heart failure averted","Scenario 4",5880175.92602095
2045,"MI averted","Scenario 4",31666321.9129572
2045,"Stroke averted","Scenario 4",21927866.4668981
2046,"Cumulative cases averted","Scenario 4",65761309.4143625
2046,"Cumulative deaths averted","Scenario 4",27427276.2941556
2046,"Heart failure averted","Scenario 4",6436556.475431
2046,"MI averted","Scenario 4",35092670.1267533
2046,"Stroke averted","Scenario 4",24232082.8121783
2047,"Cumulative cases averted","Scenario 4",72431925.5042585
2047,"Cumulative deaths averted","Scenario 4",30281784.456439
2047,"Heart failure averted","Scenario 4",7021444.77128645
2047,"MI averted","Scenario 4",38734014.8987337
2047,"Stroke averted","Scenario 4",26676465.8342383
2048,"Cumulative cases averted","Scenario 4",79477694.1848309
2048,"Cumulative deaths averted","Scenario 4",33297572.6642412
2048,"Heart failure averted","Scenario 4",7632720.06428067
2048,"MI averted","Scenario 4",42590006.9333491
2048,"Stroke averted","Scenario 4",29254967.1872012
2049,"Cumulative cases averted","Scenario 4",86886997.5617482
2049,"Cumulative deaths averted","Scenario 4",36466380.1985123
2049,"Heart failure averted","Scenario 4",8268329.56926331
2049,"MI averted","Scenario 4",46657000.1921588
2049,"Stroke averted","Scenario 4",31961667.8003261
2050,"Cumulative cases averted","Scenario 4",94620716.9024685
2050,"Cumulative deaths averted","Scenario 4",39767246.1682684
2050,"Heart failure averted","Scenario 4",8922755.74454856
2050,"MI averted","Scenario 4",50918281.4475251
2050,"Stroke averted","Scenario 4",34779679.7103949
