"","wb2021","year","intervention","x50q30"
"533","UMIC",2021,"Scenario 2",0.190147328105378
"534","UMIC",2021,"Scenario 3",0.190147328105378
"535","UMIC",2021,"Scenario 4",0.190147328105378
"536","UMIC",2022,"Baseline",0.186900786895471
"537","UMIC",2022,"Scenario 1",0.186900786895471
"538","UMIC",2022,"Scenario 2",0.186900786895471
"539","UMIC",2022,"Scenario 3",0.186900786895471
"540","UMIC",2022,"Scenario 4",0.186900786895471
"541","UMIC",2023,"Baseline",0.184466240124968
"542","UMIC",2023,"Scenario 1",0.184164711727922
"543","UMIC",2023,"Scenario 2",0.184164812360743
"544","UMIC",2023,"Scenario 3",0.183822189667907
"545","UMIC",2023,"Scenario 4",0.183136517916291
"546","UMIC",2024,"Baseline",0.182091566798556
"547","UMIC",2024,"Scenario 1",0.181378907044518
"548","UMIC",2024,"Scenario 2",0.181379120947866
"549","UMIC",2024,"Scenario 3",0.180577685950659
"550","UMIC",2024,"Scenario 4",0.178973816803353
"551","UMIC",2025,"Baseline",0.180655183747072
"552","UMIC",2025,"Scenario 1",0.179469827684602
"553","UMIC",2025,"Scenario 2",0.17947017074186
"554","UMIC",2025,"Scenario 3",0.178143448122281
"555","UMIC",2025,"Scenario 4",0.175489391974614
"556","UMIC",2026,"Baseline",0.178395691973681
"557","UMIC",2026,"Scenario 1",0.176705249918053
"558","UMIC",2026,"Scenario 2",0.176705729158018
"559","UMIC",2026,"Scenario 3",0.174818619470483
"560","UMIC",2026,"Scenario 4",0.171046231596761
"561","UMIC",2027,"Baseline",0.175983627291994
"562","UMIC",2027,"Scenario 1",0.173763480276793
"563","UMIC",2027,"Scenario 2",0.17376411165417
"564","UMIC",2027,"Scenario 3",0.171290199171815
"565","UMIC",2027,"Scenario 4",0.166349577793134
"566","UMIC",2028,"Baseline",0.173906683167037
"567","UMIC",2028,"Scenario 1",0.171132013368166
"568","UMIC",2028,"Scenario 2",0.171132807022029
"569","UMIC",2028,"Scenario 3",0.168046716052368
"570","UMIC",2028,"Scenario 4",0.161890760150708
"571","UMIC",2029,"Baseline",0.171208212729464
"572","UMIC",2029,"Scenario 1",0.167879068991128
"573","UMIC",2029,"Scenario 2",0.167880042128227
"574","UMIC",2029,"Scenario 3",0.164180009584486
"575","UMIC",2029,"Scenario 4",0.156809644942975
"576","UMIC",2030,"Baseline",0.169247943554017
"577","UMIC",2030,"Scenario 1",0.165339260133758
"578","UMIC",2030,"Scenario 2",0.165340413983195
"579","UMIC",2030,"Scenario 3",0.161000966300649
"580","UMIC",2030,"Scenario 4",0.152370070949061
"581","UMIC",2031,"Baseline",0.167033035944267
"582","UMIC",2031,"Scenario 1",0.162545725892243
"583","UMIC",2031,"Scenario 2",0.162547082925382
"584","UMIC",2031,"Scenario 3",0.157568711983621
"585","UMIC",2031,"Scenario 4",0.147683835392391
"586","UMIC",2032,"Baseline",0.165079080864417
"587","UMIC",2032,"Scenario 1",0.160002271048493
"588","UMIC",2032,"Scenario 2",0.160003833819653
"589","UMIC",2032,"Scenario 3",0.154375691579324
"590","UMIC",2032,"Scenario 4",0.14322099676906
"591","UMIC",2033,"Baseline",0.163195748218725
"592","UMIC",2033,"Scenario 1",0.15752672173378
"593","UMIC",2033,"Scenario 2",0.157528432482625
"594","UMIC",2033,"Scenario 3",0.151247126450378
"595","UMIC",2033,"Scenario 4",0.138822080898717
"596","UMIC",2034,"Baseline",0.161167860343086
"597","UMIC",2034,"Scenario 1",0.154914828098194
"598","UMIC",2034,"Scenario 2",0.154916541324096
"599","UMIC",2034,"Scenario 3",0.147989627856949
"600","UMIC",2034,"Scenario 4",0.134318908416046
"601","UMIC",2035,"Baseline",0.158894075085425
"602","UMIC",2035,"Scenario 1",0.152072299135535
"603","UMIC",2035,"Scenario 2",0.152073430609692
"604","UMIC",2035,"Scenario 3",0.144516908472959
"605","UMIC",2035,"Scenario 4",0.129647980354474
"606","UMIC",2036,"Baseline",0.156462586259681
"607","UMIC",2036,"Scenario 1",0.14908304700849
"608","UMIC",2036,"Scenario 2",0.149082377414297
"609","UMIC",2036,"Scenario 3",0.14091021279626
"610","UMIC",2036,"Scenario 4",0.124892629740973
"611","UMIC",2037,"Baseline",0.15411948995139
"612","UMIC",2037,"Scenario 1",0.146179631406324
"613","UMIC",2037,"Scenario 2",0.146176688662139
"614","UMIC",2037,"Scenario 3",0.137391882996717
"615","UMIC",2037,"Scenario 4",0.120269835978467
"616","UMIC",2038,"Baseline",0.152105753867106
"617","UMIC",2038,"Scenario 1",0.143587122575508
"618","UMIC",2038,"Scenario 2",0.143581026719564
"619","UMIC",2038,"Scenario 3",0.13417226183571
"620","UMIC",2038,"Scenario 4",0.116210193472379
"621","UMIC",2039,"Baseline",0.150465876195386
"622","UMIC",2039,"Scenario 1",0.141353439265795
"623","UMIC",2039,"Scenario 2",0.141338285119574
"624","UMIC",2039,"Scenario 3",0.131289567458715
"625","UMIC",2039,"Scenario 4",0.113268854400747
"626","UMIC",2040,"Baseline",0.149123919019736
"627","UMIC",2040,"Scenario 1",0.1394446908637
"628","UMIC",2040,"Scenario 2",0.13937946798374
"629","UMIC",2040,"Scenario 3",0.12867809233561
"630","UMIC",2040,"Scenario 4",0.111162108917589
"631","UMIC",2041,"Baseline",0.147898756946019
"632","UMIC",2041,"Scenario 1",0.137698291009333
"633","UMIC",2041,"Scenario 2",0.137535770944593
"634","UMIC",2041,"Scenario 3",0.126179255080416
"635","UMIC",2041,"Scenario 4",0.109326659019182
"636","UMIC",2042,"Baseline",0.146675002736642
"637","UMIC",2042,"Scenario 1",0.135995708063791
"638","UMIC",2042,"Scenario 2",0.135701328342835
"639","UMIC",2042,"Scenario 3",0.123696943423872
"640","UMIC",2042,"Scenario 4",0.107650060698411
"641","UMIC",2043,"Baseline",0.145234376263511
"642","UMIC",2043,"Scenario 1",0.134159442224181
"643","UMIC",2043,"Scenario 2",0.133679667784315
"644","UMIC",2043,"Scenario 3",0.121054813694945
"645","UMIC",2043,"Scenario 4",0.105951344133638
"646","UMIC",2044,"Baseline",0.143621609646141
"647","UMIC",2044,"Scenario 1",0.132216911545077
"648","UMIC",2044,"Scenario 2",0.131511083692284
"649","UMIC",2044,"Scenario 3",0.118293801782076
"650","UMIC",2044,"Scenario 4",0.104241582244438
"651","UMIC",2045,"Baseline",0.141901432367192
"652","UMIC",2045,"Scenario 1",0.130315634978575
"653","UMIC",2045,"Scenario 2",0.12925882558536
"654","UMIC",2045,"Scenario 3",0.115475347918911
"655","UMIC",2045,"Scenario 4",0.102556368025803
"656","UMIC",2046,"Baseline",0.140135909323888
"657","UMIC",2046,"Scenario 1",0.128572703860201
"658","UMIC",2046,"Scenario 2",0.126977044731583
"659","UMIC",2046,"Scenario 3",0.112648657172837
"660","UMIC",2046,"Scenario 4",0.100920291018743
"661","UMIC",2047,"Baseline",0.138320073809391
"662","UMIC",2047,"Scenario 1",0.126833274635043
"663","UMIC",2047,"Scenario 2",0.124663768003545
"664","UMIC",2047,"Scenario 3",0.109813972412215
"665","UMIC",2047,"Scenario 4",0.0993210209826969
"666","UMIC",2048,"Baseline",0.136484279403627
"667","UMIC",2048,"Scenario 1",0.125099448856328
"668","UMIC",2048,"Scenario 2",0.122361082053003
"669","UMIC",2048,"Scenario 3",0.106996588710146
"670","UMIC",2048,"Scenario 4",0.0977686819217525
"671","UMIC",2049,"Baseline",0.134638714216077
"672","UMIC",2049,"Scenario 1",0.123377548209591
"673","UMIC",2049,"Scenario 2",0.120088565109651
"674","UMIC",2049,"Scenario 3",0.104246131039645
"675","UMIC",2049,"Scenario 4",0.0962600105336218
"676","UMIC",2050,"Baseline",0.132778668773184
"677","UMIC",2050,"Scenario 1",0.121667047897035
"678","UMIC",2050,"Scenario 2",0.117837226620561
"679","UMIC",2050,"Scenario 3",0.10158474666232
"680","UMIC",2050,"Scenario 4",0.094792474361564
