"wbregion","year","intervention","regimen","x50q30"
"Europe and Central Asia",2025,"Scenario 3","Aspirin",0.20210532671884
"Europe and Central Asia",2025,"Scenario 3","No aspirin",0.202262149531871
"Europe and Central Asia",2025,"Scenario 4","Aspirin",0.201831062654585
"Europe and Central Asia",2025,"Scenario 4","No aspirin",0.202026892301017
"Europe and Central Asia",2026,"Current care","Aspirin",0.20035936542833
"Europe and Central Asia",2026,"Scenario 1","Aspirin",0.199718606517818
"Europe and Central Asia",2026,"Scenario 1","No aspirin",0.199883555878696
"Europe and Central Asia",2026,"Scenario 2","Aspirin",0.199718597482543
"Europe and Central Asia",2026,"Scenario 2","No aspirin",0.199883548055827
"Europe and Central Asia",2026,"Scenario 3","Aspirin",0.199344612175768
"Europe and Central Asia",2026,"Scenario 3","No aspirin",0.199563806792232
"Europe and Central Asia",2026,"Scenario 4","Aspirin",0.198969537788118
"Europe and Central Asia",2026,"Scenario 4","No aspirin",0.19924299600032
"Europe and Central Asia",2027,"Current care","Aspirin",0.197999151055002
"Europe and Central Asia",2027,"Scenario 1","Aspirin",0.197179070824019
"Europe and Central Asia",2027,"Scenario 1","No aspirin",0.197393551003325
"Europe and Central Asia",2027,"Scenario 2","Aspirin",0.197177718059479
"Europe and Central Asia",2027,"Scenario 2","No aspirin",0.197392379255423
"Europe and Central Asia",2027,"Scenario 3","Aspirin",0.196699839462018
"Europe and Central Asia",2027,"Scenario 3","No aspirin",0.196984782579154
"Europe and Central Asia",2027,"Scenario 4","Aspirin",0.196220989654727
"Europe and Central Asia",2027,"Scenario 4","No aspirin",0.19657608470813
"Europe and Central Asia",2028,"Current care","Aspirin",0.195699996886982
"Europe and Central Asia",2028,"Scenario 1","Aspirin",0.194698018819649
"Europe and Central Asia",2028,"Scenario 1","No aspirin",0.194962776941939
"Europe and Central Asia",2028,"Scenario 2","Aspirin",0.19468739344793
"Europe and Central Asia",2028,"Scenario 2","No aspirin",0.194953568525336
"Europe and Central Asia",2028,"Scenario 3","Aspirin",0.194103802865002
"Europe and Central Asia",2028,"Scenario 3","No aspirin",0.194456706878195
"Europe and Central Asia",2028,"Scenario 4","Aspirin",0.193519612704421
"Europe and Central Asia",2028,"Scenario 4","No aspirin",0.193958872022551
"Europe and Central Asia",2029,"Current care","Aspirin",0.193434915305401
"Europe and Central Asia",2029,"Scenario 1","Aspirin",0.192250921383967
"Europe and Central Asia",2029,"Scenario 1","No aspirin",0.192566986160385
"Europe and Central Asia",2029,"Scenario 2","Aspirin",0.192230565494851
"Europe and Central Asia",2029,"Scenario 2","No aspirin",0.192549334190036
"Europe and Central Asia",2029,"Scenario 3","Aspirin",0.19154055520712
"Europe and Central Asia",2029,"Scenario 3","No aspirin",0.191962659190857
"Europe and Central Asia",2029,"Scenario 4","Aspirin",0.190850600002615
"Europe and Central Asia",2029,"Scenario 4","No aspirin",0.191375319264925
"Europe and Central Asia",2030,"Current care","Aspirin",0.191160522519239
"Europe and Central Asia",2030,"Scenario 1","Aspirin",0.189798623222843
"Europe and Central Asia",2030,"Scenario 1","No aspirin",0.190165959155136
"Europe and Central Asia",2030,"Scenario 2","Aspirin",0.18976599266913
"Europe and Central Asia",2030,"Scenario 2","No aspirin",0.190137643426722
"Europe and Central Asia",2030,"Scenario 3","Aspirin",0.188970082524807
"Europe and Central Asia",2030,"Scenario 3","No aspirin",0.189461569944027
"Europe and Central Asia",2030,"Scenario 4","Aspirin",0.188175169129241
"Europe and Central Asia",2030,"Scenario 4","No aspirin",0.188785322013721
"Europe and Central Asia",2031,"Current care","Aspirin",0.18897247880895
"Europe and Central Asia",2031,"Scenario 1","Aspirin",0.187439562009602
"Europe and Central Asia",2031,"Scenario 1","No aspirin",0.187857825031507
"Europe and Central Asia",2031,"Scenario 2","Aspirin",0.187388534081528
"Europe and Central Asia",2031,"Scenario 2","No aspirin",0.18781351102504
"Europe and Central Asia",2031,"Scenario 3","Aspirin",0.186486623206291
"Europe and Central Asia",2031,"Scenario 3","No aspirin",0.187047880054316
"Europe and Central Asia",2031,"Scenario 4","Aspirin",0.185586972673823
"Europe and Central Asia",2031,"Scenario 4","No aspirin",0.186282773278764
"Europe and Central Asia",2032,"Current care","Aspirin",0.18698349855319
"Europe and Central Asia",2032,"Scenario 1","Aspirin",0.18529108935439
"Europe and Central Asia",2032,"Scenario 1","No aspirin",0.185759605186815
"Europe and Central Asia",2032,"Scenario 2","Aspirin",0.185206109840828
"Europe and Central Asia",2032,"Scenario 2","No aspirin",0.185685748223906
"Europe and Central Asia",2032,"Scenario 3","Aspirin",0.184195963621485
"Europe and Central Asia",2032,"Scenario 3","No aspirin",0.184828549736612
"Europe and Central Asia",2032,"Scenario 4","Aspirin",0.183189684523777
"Europe and Central Asia",2032,"Scenario 4","No aspirin",0.183972794380361
"Europe and Central Asia",2033,"Current care","Aspirin",0.185144111385819
"Europe and Central Asia",2033,"Scenario 1","Aspirin",0.183290449657065
"Europe and Central Asia",2033,"Scenario 1","No aspirin",0.183810135706569
"Europe and Central Asia",2033,"Scenario 2","Aspirin",0.183166480430553
"Europe and Central Asia",2033,"Scenario 2","No aspirin",0.183702303787461
"Europe and Central Asia",2033,"Scenario 3","Aspirin",0.182045381616867
"Europe and Central Asia",2033,"Scenario 3","No aspirin",0.18275109824448
"Europe and Central Asia",2033,"Scenario 4","Aspirin",0.180930139536385
"Europe and Central Asia",2033,"Scenario 4","No aspirin",0.181802503139793
"Europe and Central Asia",2034,"Current care","Aspirin",0.183463788448724
"Europe and Central Asia",2034,"Scenario 1","Aspirin",0.181437620785569
"Europe and Central Asia",2034,"Scenario 1","No aspirin",0.182010381834625
"Europe and Central Asia",2034,"Scenario 2","Aspirin",0.181274084162847
"Europe and Central Asia",2034,"Scenario 2","No aspirin",0.181868012141234
"Europe and Central Asia",2034,"Scenario 3","Aspirin",0.180038422556769
"Europe and Central Asia",2034,"Scenario 3","No aspirin",0.180819585480951
"Europe and Central Asia",2034,"Scenario 4","Aspirin",0.178811009260971
"Europe and Central Asia",2034,"Scenario 4","No aspirin",0.179775195090481
"Europe and Central Asia",2035,"Current care","Aspirin",0.181913922395537
"Europe and Central Asia",2035,"Scenario 1","Aspirin",0.179701265526108
"Europe and Central Asia",2035,"Scenario 1","No aspirin",0.180329353297168
"Europe and Central Asia",2035,"Scenario 2","Aspirin",0.179497458450702
"Europe and Central Asia",2035,"Scenario 2","No aspirin",0.180151770817155
"Europe and Central Asia",2035,"Scenario 3","Aspirin",0.178142757596263
"Europe and Central Asia",2035,"Scenario 3","No aspirin",0.179002151612141
"Europe and Central Asia",2035,"Scenario 4","Aspirin",0.176799117253463
"Europe and Central Asia",2035,"Scenario 4","No aspirin",0.177858263103452
"Europe and Central Asia",2036,"Current care","Aspirin",0.180434946115419
"Europe and Central Asia",2036,"Scenario 1","Aspirin",0.17802679379923
"Europe and Central Asia",2036,"Scenario 1","No aspirin",0.178712065238881
"Europe and Central Asia",2036,"Scenario 2","Aspirin",0.177782957512258
"Europe and Central Asia",2036,"Scenario 2","No aspirin",0.178499414777968
"Europe and Central Asia",2036,"Scenario 3","Aspirin",0.176305813941159
"Europe and Central Asia",2036,"Scenario 3","No aspirin",0.177245519522612
"Europe and Central Asia",2036,"Scenario 4","Aspirin",0.174842997982513
"Europe and Central Asia",2036,"Scenario 4","No aspirin",0.175999341666788
"Europe and Central Asia",2037,"Current care","Aspirin",0.179065391644491
"Europe and Central Asia",2037,"Scenario 1","Aspirin",0.17646443165556
"Europe and Central Asia",2037,"Scenario 1","No aspirin",0.177207335338543
"Europe and Central Asia",2037,"Scenario 2","Aspirin",0.176166265892383
"Europe and Central Asia",2037,"Scenario 2","No aspirin",0.176947053653767
"Europe and Central Asia",2037,"Scenario 3","Aspirin",0.174562512409438
"Europe and Central Asia",2037,"Scenario 3","No aspirin",0.175585150533082
"Europe and Central Asia",2037,"Scenario 4","Aspirin",0.172976830478256
"Europe and Central Asia",2037,"Scenario 4","No aspirin",0.174233252677339
"Europe and Central Asia",2038,"Current care","Aspirin",0.177753855708188
"Europe and Central Asia",2038,"Scenario 1","Aspirin",0.174980508479872
"Europe and Central Asia",2038,"Scenario 1","No aspirin",0.175778712478769
"Europe and Central Asia",2038,"Scenario 2","Aspirin",0.174592878111187
"Europe and Central Asia",2038,"Scenario 2","No aspirin",0.175439990637091
"Europe and Central Asia",2038,"Scenario 3","Aspirin",0.172858799920305
"Europe and Central Asia",2038,"Scenario 3","No aspirin",0.173966729621372
"Europe and Central Asia",2038,"Scenario 4","Aspirin",0.171147011325699
"Europe and Central Asia",2038,"Scenario 4","No aspirin",0.172506055823808
"Europe and Central Asia",2039,"Current care","Aspirin",0.176481292368469
"Europe and Central Asia",2039,"Scenario 1","Aspirin",0.173529340011264
"Europe and Central Asia",2039,"Scenario 1","No aspirin",0.174384059832046
"Europe and Central Asia",2039,"Scenario 2","Aspirin",0.173048898942563
"Europe and Central Asia",2039,"Scenario 2","No aspirin",0.173963852815537
"Europe and Central Asia",2039,"Scenario 3","Aspirin",0.171181511369006
"Europe and Central Asia",2039,"Scenario 3","No aspirin",0.172376476737542
"Europe and Central Asia",2039,"Scenario 4","Aspirin",0.169340921592611
"Europe and Central Asia",2039,"Scenario 4","No aspirin",0.170804349093889
"Europe and Central Asia",2040,"Current care","Aspirin",0.175169606100519
"Europe and Central Asia",2040,"Scenario 1","Aspirin",0.1720396343458
"Europe and Central Asia",2040,"Scenario 1","No aspirin",0.172950802402647
"Europe and Central Asia",2040,"Scenario 2","Aspirin",0.171466625862891
"Europe and Central Asia",2040,"Scenario 2","No aspirin",0.172449147220393
"Europe and Central Asia",2040,"Scenario 3","Aspirin",0.169474439684494
"Europe and Central Asia",2040,"Scenario 3","No aspirin",0.170754896811294
"Europe and Central Asia",2040,"Scenario 4","Aspirin",0.167498203975415
"Europe and Central Asia",2040,"Scenario 4","No aspirin",0.169064830133596
"Europe and Central Asia",2041,"Current care","Aspirin",0.173876402035216
"Europe and Central Asia",2041,"Scenario 1","Aspirin",0.170570308987339
"Europe and Central Asia",2041,"Scenario 1","No aspirin",0.17153816866025
"Europe and Central Asia",2041,"Scenario 2","Aspirin",0.169898951276736
"Europe and Central Asia",2041,"Scenario 2","No aspirin",0.170949810769184
"Europe and Central Asia",2041,"Scenario 3","Aspirin",0.167782963143507
"Europe and Central Asia",2041,"Scenario 3","No aspirin",0.169149765241287
"Europe and Central Asia",2041,"Scenario 4","Aspirin",0.165668201338065
"Europe and Central Asia",2041,"Scenario 4","No aspirin",0.167338454203738
"Europe and Central Asia",2042,"Current care","Aspirin",0.172657062533894
"Europe and Central Asia",2042,"Scenario 1","Aspirin",0.169191158598472
"Europe and Central Asia",2042,"Scenario 1","No aspirin",0.170214818981927
"Europe and Central Asia",2042,"Scenario 2","Aspirin",0.168396560733176
"Europe and Central Asia",2042,"Scenario 2","No aspirin",0.169517506482318
"Europe and Central Asia",2042,"Scenario 3","Aspirin",0.166161397946096
"Europe and Central Asia",2042,"Scenario 3","No aspirin",0.167615844736959
"Europe and Central Asia",2042,"Scenario 4","Aspirin",0.163907983633332
"Europe and Central Asia",2042,"Scenario 4","No aspirin",0.165682691774507
"Europe and Central Asia",2043,"Current care","Aspirin",0.171485909971626
"Europe and Central Asia",2043,"Scenario 1","Aspirin",0.167910673281564
"Europe and Central Asia",2043,"Scenario 1","No aspirin",0.168984803753488
"Europe and Central Asia",2043,"Scenario 2","Aspirin",0.166931586571622
"Europe and Central Asia",2043,"Scenario 2","No aspirin",0.168124606168984
"Europe and Central Asia",2043,"Scenario 3","Aspirin",0.164597871723316
"Europe and Central Asia",2043,"Scenario 3","No aspirin",0.166139348522701
"Europe and Central Asia",2043,"Scenario 4","Aspirin",0.162182860017531
"Europe and Central Asia",2043,"Scenario 4","No aspirin",0.164064420342196
"Europe and Central Asia",2044,"Current care","Aspirin",0.170329108982267
"Europe and Central Asia",2044,"Scenario 1","Aspirin",0.166661340963096
"Europe and Central Asia",2044,"Scenario 1","No aspirin",0.167784539945585
"Europe and Central Asia",2044,"Scenario 2","Aspirin",0.165472882653901
"Europe and Central Asia",2044,"Scenario 2","No aspirin",0.16673928968199
"Europe and Central Asia",2044,"Scenario 3","Aspirin",0.163047232043488
"Europe and Central Asia",2044,"Scenario 3","No aspirin",0.164676091173718
"Europe and Central Asia",2044,"Scenario 4","Aspirin",0.160487892735214
"Europe and Central Asia",2044,"Scenario 4","No aspirin",0.162474450288898
"Europe and Central Asia",2045,"Current care","Aspirin",0.169147209544373
"Europe and Central Asia",2045,"Scenario 1","Aspirin",0.165393726994877
"Europe and Central Asia",2045,"Scenario 1","No aspirin",0.166565863520535
"Europe and Central Asia",2045,"Scenario 2","Aspirin",0.16398991975062
"Europe and Central Asia",2045,"Scenario 2","No aspirin",0.16532920993057
"Europe and Central Asia",2045,"Scenario 3","Aspirin",0.161472987090065
"Europe and Central Asia",2045,"Scenario 3","No aspirin",0.163188497882649
"Europe and Central Asia",2045,"Scenario 4","Aspirin",0.158783794032247
"Europe and Central Asia",2045,"Scenario 4","No aspirin",0.160872518389792
"Europe and Central Asia",2046,"Current care","Aspirin",0.167977178290159
"Europe and Central Asia",2046,"Scenario 1","Aspirin",0.1641389626072
"Europe and Central Asia",2046,"Scenario 1","No aspirin",0.165363576035239
"Europe and Central Asia",2046,"Scenario 2","Aspirin",0.162514179299142
"Europe and Central Asia",2046,"Scenario 2","No aspirin",0.163927103827665
"Europe and Central Asia",2046,"Scenario 3","Aspirin",0.159907073361926
"Europe and Central Asia",2046,"Scenario 3","No aspirin",0.161709679458977
"Europe and Central Asia",2046,"Scenario 4","Aspirin",0.157091758290058
"Europe and Central Asia",2046,"Scenario 4","No aspirin",0.159282127744158
"Europe and Central Asia",2047,"Current care","Aspirin",0.166876868142634
"Europe and Central Asia",2047,"Scenario 1","Aspirin",0.162949488553896
"Europe and Central Asia",2047,"Scenario 1","No aspirin",0.164230251413352
"Europe and Central Asia",2047,"Scenario 2","Aspirin",0.161096361762704
"Europe and Central Asia",2047,"Scenario 2","No aspirin",0.162584794768731
"Europe and Central Asia",2047,"Scenario 3","Aspirin",0.158397224234699
"Europe and Central Asia",2047,"Scenario 3","No aspirin",0.160290150595983
"Europe and Central Asia",2047,"Scenario 4","Aspirin",0.155456116130581
"Europe and Central Asia",2047,"Scenario 4","No aspirin",0.157749927034438
"Europe and Central Asia",2048,"Current care","Aspirin",0.165798957526182
"Europe and Central Asia",2048,"Scenario 1","Aspirin",0.161786785116877
"Europe and Central Asia",2048,"Scenario 1","No aspirin",0.163121821999969
"Europe and Central Asia",2048,"Scenario 2","Aspirin",0.159697588618136
"Europe and Central Asia",2048,"Scenario 2","No aspirin",0.161261521706323
"Europe and Central Asia",2048,"Scenario 3","Aspirin",0.156906531988605
"Europe and Central Asia",2048,"Scenario 3","No aspirin",0.158891330218541
"Europe and Central Asia",2048,"Scenario 4","Aspirin",0.153840143355094
"Europe and Central Asia",2048,"Scenario 4","No aspirin",0.156238882939511
"Europe and Central Asia",2049,"Current care","Aspirin",0.164772573222396
"Europe and Central Asia",2049,"Scenario 1","Aspirin",0.160665676399294
"Europe and Central Asia",2049,"Scenario 1","No aspirin",0.162054155528388
"Europe and Central Asia",2049,"Scenario 2","Aspirin",0.158339151524415
"Europe and Central Asia",2049,"Scenario 2","No aspirin",0.159978321588163
"Europe and Central Asia",2049,"Scenario 3","Aspirin",0.155454343725478
"Europe and Central Asia",2049,"Scenario 3","No aspirin",0.157532090222284
"Europe and Central Asia",2049,"Scenario 4","Aspirin",0.152263171039917
"Europe and Central Asia",2049,"Scenario 4","No aspirin",0.154768347725914
"Europe and Central Asia",2050,"Current care","Aspirin",0.163719829762964
"Europe and Central Asia",2050,"Scenario 1","Aspirin",0.159526230266749
"Europe and Central Asia",2050,"Scenario 1","No aspirin",0.160967128476262
"Europe and Central Asia",2050,"Scenario 2","Aspirin",0.156970092845432
"Europe and Central Asia",2050,"Scenario 2","No aspirin",0.158681928788012
"Europe and Central Asia",2050,"Scenario 3","Aspirin",0.154003635855986
"Europe and Central Asia",2050,"Scenario 3","No aspirin",0.156169385076354
"Europe and Central Asia",2050,"Scenario 4","Aspirin",0.150704551395795
"Europe and Central Asia",2050,"Scenario 4","No aspirin",0.153309179114528
"Latin America and the Caribbean",2017,"Current care","Aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 1","Aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 1","No aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 2","Aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 2","No aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 3","Aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 3","No aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 4","Aspirin",0.252341649768974
"Latin America and the Caribbean",2017,"Scenario 4","No aspirin",0.252341649768974
"Latin America and the Caribbean",2018,"Current care","Aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 1","Aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 1","No aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 2","Aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 2","No aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 3","Aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 3","No aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 4","Aspirin",0.236866383630887
"Latin America and the Caribbean",2018,"Scenario 4","No aspirin",0.236866383630887
"Latin America and the Caribbean",2019,"Current care","Aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 1","Aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 1","No aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 2","Aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 2","No aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 3","Aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 3","No aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 4","Aspirin",0.236605771820374
"Latin America and the Caribbean",2019,"Scenario 4","No aspirin",0.236605771820374
"Latin America and the Caribbean",2020,"Current care","Aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Current care","No aspirin",0.115719989830673
"Latin America and the Caribbean",2020,"Scenario 1","Aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 1","No aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 2","Aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 2","No aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 3","Aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 3","No aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 4","Aspirin",0.334338287367385
"Latin America and the Caribbean",2020,"Scenario 4","No aspirin",0.334338287367385
"Latin America and the Caribbean",2021,"Current care","Aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Current care","No aspirin",0.115062769650135
"Latin America and the Caribbean",2021,"Scenario 1","Aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 1","No aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 2","Aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 2","No aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 3","Aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 3","No aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 4","Aspirin",0.347818756563843
"Latin America and the Caribbean",2021,"Scenario 4","No aspirin",0.347818756563843
"Latin America and the Caribbean",2022,"Current care","Aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Current care","No aspirin",0.116010163879689
"Latin America and the Caribbean",2022,"Scenario 1","Aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 1","No aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 2","Aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 2","No aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 3","Aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 3","No aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 4","Aspirin",0.321131177875914
"Latin America and the Caribbean",2022,"Scenario 4","No aspirin",0.321131177875914
"Latin America and the Caribbean",2023,"Current care","Aspirin",0.317192361959987
"Latin America and the Caribbean",2023,"Current care","No aspirin",0.112633157883288
"Latin America and the Caribbean",2023,"Scenario 1","Aspirin",0.317139442229772
"Latin America and the Caribbean",2023,"Scenario 1","No aspirin",0.317159933408538
"Latin America and the Caribbean",2023,"Scenario 2","Aspirin",0.317139442229772
"Latin America and the Caribbean",2023,"Scenario 2","No aspirin",0.317159933408538
"Latin America and the Caribbean",2023,"Scenario 3","Aspirin",0.317089008498505
"Latin America and the Caribbean",2023,"Scenario 3","No aspirin",0.317116294296522
"Latin America and the Caribbean",2023,"Scenario 4","Aspirin",0.317038361555935
"Latin America and the Caribbean",2023,"Scenario 4","No aspirin",0.317072471128326
"Latin America and the Caribbean",2024,"Current care","Aspirin",0.229065209436194
"Latin America and the Caribbean",2024,"Scenario 1","Aspirin",0.228939829610535
"Latin America and the Caribbean",2024,"Scenario 1","No aspirin",0.228989800559125
"Latin America and the Caribbean",2024,"Scenario 2","Aspirin",0.228939829610535
"Latin America and the Caribbean",2024,"Scenario 2","No aspirin",0.228989800559125
"Latin America and the Caribbean",2024,"Scenario 3","Aspirin",0.228820476031165
"Latin America and the Caribbean",2024,"Scenario 3","No aspirin",0.228886988636633
"Latin America and the Caribbean",2024,"Scenario 4","Aspirin",0.228700655567539
"Latin America and the Caribbean",2024,"Scenario 4","No aspirin",0.228783766825912
"Latin America and the Caribbean",2025,"Current care","Aspirin",0.227633848507005
"Latin America and the Caribbean",2025,"Scenario 1","Aspirin",0.227437485238933
"Latin America and the Caribbean",2025,"Scenario 1","No aspirin",0.227517562512461
"Latin America and the Caribbean",2025,"Scenario 2","Aspirin",0.227437485238933
"Latin America and the Caribbean",2025,"Scenario 2","No aspirin",0.227517562512461
"Latin America and the Caribbean",2025,"Scenario 3","Aspirin",0.227250800030591
"Latin America and the Caribbean",2025,"Scenario 3","No aspirin",0.227357305741751
"Latin America and the Caribbean",2025,"Scenario 4","Aspirin",0.227063498122832
"Latin America and the Caribbean",2025,"Scenario 4","No aspirin",0.227196483246416
"Latin America and the Caribbean",2026,"Current care","Aspirin",0.226218912758471
"Latin America and the Caribbean",2026,"Scenario 1","Aspirin",0.22594740086928
"Latin America and the Caribbean",2026,"Scenario 1","No aspirin",0.226060203587309
"Latin America and the Caribbean",2026,"Scenario 2","Aspirin",0.22594740086928
"Latin America and the Caribbean",2026,"Scenario 2","No aspirin",0.226060203587309
"Latin America and the Caribbean",2026,"Scenario 3","Aspirin",0.225689616644233
"Latin America and the Caribbean",2026,"Scenario 3","No aspirin",0.225839503494948
"Latin America and the Caribbean",2026,"Scenario 4","Aspirin",0.225431194621628
"Latin America and the Caribbean",2026,"Scenario 4","No aspirin",0.225618163066149
"Latin America and the Caribbean",2027,"Current care","Aspirin",0.224839082054365
"Latin America and the Caribbean",2027,"Scenario 1","Aspirin",0.224488897165854
"Latin America and the Caribbean",2027,"Scenario 1","No aspirin",0.224636614828356
"Latin America and the Caribbean",2027,"Scenario 2","Aspirin",0.224488897165854
"Latin America and the Caribbean",2027,"Scenario 2","No aspirin",0.224636614828356
"Latin America and the Caribbean",2027,"Scenario 3","Aspirin",0.224156899229568
"Latin America and the Caribbean",2027,"Scenario 3","No aspirin",0.224352958624423
"Latin America and the Caribbean",2027,"Scenario 4","Aspirin",0.223824412440969
"Latin America and the Caribbean",2027,"Scenario 4","No aspirin",0.22406869619008
"Latin America and the Caribbean",2028,"Current care","Aspirin",0.223485811329749
"Latin America and the Caribbean",2028,"Scenario 1","Aspirin",0.223054000754389
"Latin America and the Caribbean",2028,"Scenario 1","No aspirin",0.223238389660671
"Latin America and the Caribbean",2028,"Scenario 2","Aspirin",0.223054000754389
"Latin America and the Caribbean",2028,"Scenario 2","No aspirin",0.223238389660671
"Latin America and the Caribbean",2028,"Scenario 3","Aspirin",0.222645342882299
"Latin America and the Caribbean",2028,"Scenario 3","No aspirin",0.222889771734679
"Latin America and the Caribbean",2028,"Scenario 4","Aspirin",0.222236549415226
"Latin America and the Caribbean",2028,"Scenario 4","No aspirin",0.222540713693715
"Latin America and the Caribbean",2029,"Current care","Aspirin",0.222153236035822
"Latin America and the Caribbean",2029,"Scenario 1","Aspirin",0.221637363580169
"Latin America and the Caribbean",2029,"Scenario 1","No aspirin",0.221859781594311
"Latin America and the Caribbean",2029,"Scenario 2","Aspirin",0.221637363580169
"Latin America and the Caribbean",2029,"Scenario 2","No aspirin",0.221859781594311
"Latin America and the Caribbean",2029,"Scenario 3","Aspirin",0.22115021464357
"Latin America and the Caribbean",2029,"Scenario 3","No aspirin",0.221444666734968
"Latin America and the Caribbean",2029,"Scenario 4","Aspirin",0.220663510903726
"Latin America and the Caribbean",2029,"Scenario 4","No aspirin",0.221029425297693
"Latin America and the Caribbean",2030,"Current care","Aspirin",0.220860366535807
"Latin America and the Caribbean",2030,"Scenario 1","Aspirin",0.220258281481679
"Latin America and the Caribbean",2030,"Scenario 1","No aspirin",0.220519814939085
"Latin America and the Caribbean",2030,"Scenario 2","Aspirin",0.220258281481679
"Latin America and the Caribbean",2030,"Scenario 2","No aspirin",0.220519814939085
"Latin America and the Caribbean",2030,"Scenario 3","Aspirin",0.219691174179081
"Latin America and the Caribbean",2030,"Scenario 3","No aspirin",0.220036933168336
"Latin America and the Caribbean",2030,"Scenario 4","Aspirin",0.219125336824833
"Latin America and the Caribbean",2030,"Scenario 4","No aspirin",0.2195543964729
"Latin America and the Caribbean",2031,"Current care","Aspirin",0.219601961411246
"Latin America and the Caribbean",2031,"Scenario 1","Aspirin",0.218912079007524
"Latin America and the Caribbean",2031,"Scenario 1","No aspirin",0.21921349700743
"Latin America and the Caribbean",2031,"Scenario 2","Aspirin",0.218912079007524
"Latin America and the Caribbean",2031,"Scenario 2","No aspirin",0.21921349700743
"Latin America and the Caribbean",2031,"Scenario 3","Aspirin",0.218264089850265
"Latin America and the Caribbean",2031,"Scenario 3","No aspirin",0.218662009481232
"Latin America and the Caribbean",2031,"Scenario 4","Aspirin",0.217618456144795
"Latin America and the Caribbean",2031,"Scenario 4","No aspirin",0.218111508175779
"Latin America and the Caribbean",2032,"Current care","Aspirin",0.218386131953858
"Latin America and the Caribbean",2032,"Scenario 1","Aspirin",0.217606977785395
"Latin America and the Caribbean",2032,"Scenario 1","No aspirin",0.217948942012
"Latin America and the Caribbean",2032,"Scenario 2","Aspirin",0.217606977785395
"Latin America and the Caribbean",2032,"Scenario 2","No aspirin",0.217948942012
"Latin America and the Caribbean",2032,"Scenario 3","Aspirin",0.216877247338914
"Latin America and the Caribbean",2032,"Scenario 3","No aspirin",0.217328032876583
"Latin America and the Caribbean",2032,"Scenario 4","Aspirin",0.216151224440175
"Latin America and the Caribbean",2032,"Scenario 4","No aspirin",0.216708923372693
"Latin America and the Caribbean",2033,"Current care","Aspirin",0.217192157021749
"Latin America and the Caribbean",2033,"Scenario 1","Aspirin",0.216322569580071
"Latin America and the Caribbean",2033,"Scenario 1","No aspirin",0.216705476698304
"Latin America and the Caribbean",2033,"Scenario 2","Aspirin",0.216322569580071
"Latin America and the Caribbean",2033,"Scenario 2","No aspirin",0.216705476698304
"Latin America and the Caribbean",2033,"Scenario 3","Aspirin",0.215510664993829
