"wbregion","year","intervention","regimen","x50q30"
"Europe and Central Asia",2022,"Scenario 2","Aspirin",0.41143772150174
"Europe and Central Asia",2022,"Scenario 2","No aspirin",0.41143772150174
"Europe and Central Asia",2022,"Scenario 3","Aspirin",0.41143772150174
"Europe and Central Asia",2022,"Scenario 3","No aspirin",0.41143772150174
"Europe and Central Asia",2022,"Scenario 4","Aspirin",0.41143772150174
"Europe and Central Asia",2022,"Scenario 4","No aspirin",0.41143772150174
"Europe and Central Asia",2023,"Current care","Aspirin",0.408491860779123
"Europe and Central Asia",2023,"Current care","No aspirin",0.408491860779123
"Europe and Central Asia",2023,"Scenario 1","Aspirin",0.40813588585375
"Europe and Central Asia",2023,"Scenario 1","No aspirin",0.408226172485221
"Europe and Central Asia",2023,"Scenario 2","Aspirin",0.40813588585375
"Europe and Central Asia",2023,"Scenario 2","No aspirin",0.408226172485221
"Europe and Central Asia",2023,"Scenario 3","Aspirin",0.407914044618443
"Europe and Central Asia",2023,"Scenario 3","No aspirin",0.408034245245368
"Europe and Central Asia",2023,"Scenario 4","Aspirin",0.407690881768468
"Europe and Central Asia",2023,"Scenario 4","No aspirin",0.407841184149612
"Europe and Central Asia",2024,"Current care","Aspirin",0.406228745345858
"Europe and Central Asia",2024,"Current care","No aspirin",0.406228745345858
"Europe and Central Asia",2024,"Scenario 1","Aspirin",0.405470352166032
"Europe and Central Asia",2024,"Scenario 1","No aspirin",0.405666732294523
"Europe and Central Asia",2024,"Scenario 2","Aspirin",0.405470352166032
"Europe and Central Asia",2024,"Scenario 2","No aspirin",0.405666732294523
"Europe and Central Asia",2024,"Scenario 3","Aspirin",0.405001275241749
"Europe and Central Asia",2024,"Scenario 3","No aspirin",0.405262737498516
"Europe and Central Asia",2024,"Scenario 4","Aspirin",0.4045294757716
"Europe and Central Asia",2024,"Scenario 4","No aspirin",0.404856403519839
"Europe and Central Asia",2025,"Current care","Aspirin",0.4044448301956
"Europe and Central Asia",2025,"Current care","No aspirin",0.4044448301956
"Europe and Central Asia",2025,"Scenario 1","Aspirin",0.403242485227253
"Europe and Central Asia",2025,"Scenario 1","No aspirin",0.403559590005197
"Europe and Central Asia",2025,"Scenario 2","Aspirin",0.403242485227253
"Europe and Central Asia",2025,"Scenario 2","No aspirin",0.403559590005197
"Europe and Central Asia",2025,"Scenario 3","Aspirin",0.40250294430556
"Europe and Central Asia",2025,"Scenario 3","No aspirin",0.402925042335856
"Europe and Central Asia",2025,"Scenario 4","Aspirin",0.401759239176884
"Europe and Central Asia",2025,"Scenario 4","No aspirin",0.402286876598586
"Europe and Central Asia",2026,"Current care","Aspirin",0.402726118983443
"Europe and Central Asia",2026,"Current care","No aspirin",0.402726118983443
"Europe and Central Asia",2026,"Scenario 1","Aspirin",0.401044218553702
"Europe and Central Asia",2026,"Scenario 1","No aspirin",0.401494755350193
"Europe and Central Asia",2026,"Scenario 2","Aspirin",0.401044189696189
"Europe and Central Asia",2026,"Scenario 2","No aspirin",0.401494730381841
"Europe and Central Asia",2026,"Scenario 3","Aspirin",0.400014567656801
"Europe and Central Asia",2026,"Scenario 3","No aspirin",0.400614047295038
"Europe and Central Asia",2026,"Scenario 4","Aspirin",0.398979462044073
"Europe and Central Asia",2026,"Scenario 4","No aspirin",0.399728506160917
"Europe and Central Asia",2027,"Current care","Aspirin",0.400307519856349
"Europe and Central Asia",2027,"Current care","No aspirin",0.400307519856349
"Europe and Central Asia",2027,"Scenario 1","Aspirin",0.398122177525876
"Europe and Central Asia",2027,"Scenario 1","No aspirin",0.398715211157227
"Europe and Central Asia",2027,"Scenario 2","Aspirin",0.398118257525813
"Europe and Central Asia",2027,"Scenario 2","No aspirin",0.398711818634951
"Europe and Central Asia",2027,"Scenario 3","Aspirin",0.396785350625984
"Europe and Central Asia",2027,"Scenario 3","No aspirin",0.397574714540728
"Europe and Central Asia",2027,"Scenario 4","Aspirin",0.395445798909407
"Europe and Central Asia",2027,"Scenario 4","No aspirin",0.396431558930538
"Europe and Central Asia",2028,"Current care","Aspirin",0.398055092556772
"Europe and Central Asia",2028,"Current care","No aspirin",0.398055092556772
"Europe and Central Asia",2028,"Scenario 1","Aspirin",0.395336219850445
"Europe and Central Asia",2028,"Scenario 1","No aspirin",0.396079154156133
"Europe and Central Asia",2028,"Scenario 2","Aspirin",0.395305243118339
"Europe and Central Asia",2028,"Scenario 2","No aspirin",0.39605233789952
"Europe and Central Asia",2028,"Scenario 3","Aspirin",0.39365274797593
"Europe and Central Asia",2028,"Scenario 3","No aspirin",0.394645720853599
"Europe and Central Asia",2028,"Scenario 4","Aspirin",0.391992717172227
"Europe and Central Asia",2028,"Scenario 4","No aspirin",0.393231985931925
"Europe and Central Asia",2029,"Current care","Aspirin",0.395637645996414
"Europe and Central Asia",2029,"Current care","No aspirin",0.395637645996414
"Europe and Central Asia",2029,"Scenario 1","Aspirin",0.392369917715111
"Europe and Central Asia",2029,"Scenario 1","No aspirin",0.393269744153344
"Europe and Central Asia",2029,"Scenario 2","Aspirin",0.392310288822992
"Europe and Central Asia",2029,"Scenario 2","No aspirin",0.393218105020621
"Europe and Central Asia",2029,"Scenario 3","Aspirin",0.390328324023957
"Europe and Central Asia",2029,"Scenario 3","No aspirin",0.391534183682385
"Europe and Central Asia",2029,"Scenario 4","Aspirin",0.388338305391677
"Europe and Central Asia",2029,"Scenario 4","No aspirin",0.389842279723814
"Europe and Central Asia",2030,"Current care","Aspirin",0.392990076720927
"Europe and Central Asia",2030,"Current care","No aspirin",0.392990076720927
"Europe and Central Asia",2030,"Scenario 1","Aspirin",0.389170995653282
"Europe and Central Asia",2030,"Scenario 1","No aspirin",0.390231530192552
"Europe and Central Asia",2030,"Scenario 2","Aspirin",0.389074508370688
"Europe and Central Asia",2030,"Scenario 2","No aspirin",0.390147931871566
"Europe and Central Asia",2030,"Scenario 3","Aspirin",0.386757338617291
"Europe and Central Asia",2030,"Scenario 3","No aspirin",0.3881822858554
"Europe and Central Asia",2030,"Scenario 4","Aspirin",0.384431956873042
"Europe and Central Asia",2030,"Scenario 4","No aspirin",0.386207975306414
"Europe and Central Asia",2031,"Current care","Aspirin",0.390042946882228
"Europe and Central Asia",2031,"Current care","No aspirin",0.390042946882228
"Europe and Central Asia",2031,"Scenario 1","Aspirin",0.385684868169735
"Europe and Central Asia",2031,"Scenario 1","No aspirin",0.386907322895028
"Europe and Central Asia",2031,"Scenario 2","Aspirin",0.385531991965399
"Europe and Central Asia",2031,"Scenario 2","No aspirin",0.386774795344161
"Europe and Central Asia",2031,"Scenario 3","Aspirin",0.382875494236496
"Europe and Central Asia",2031,"Scenario 3","No aspirin",0.38452415693182
"Europe and Central Asia",2031,"Scenario 4","Aspirin",0.380211102278563
"Europe and Central Asia",2031,"Scenario 4","No aspirin",0.382264425061666
"Europe and Central Asia",2032,"Current care","Aspirin",0.387244971470984
"Europe and Central Asia",2032,"Current care","No aspirin",0.387244971470984
"Europe and Central Asia",2032,"Scenario 1","Aspirin",0.382379661807455
"Europe and Central Asia",2032,"Scenario 1","No aspirin",0.383762994966211
"Europe and Central Asia",2032,"Scenario 2","Aspirin",0.382125105237448
"Europe and Central Asia",2032,"Scenario 2","No aspirin",0.383542185741542
"Europe and Central Asia",2032,"Scenario 3","Aspirin",0.379122159232246
"Europe and Central Asia",2032,"Scenario 3","No aspirin",0.381000701155421
"Europe and Central Asia",2032,"Scenario 4","Aspirin",0.376112082985397
"Europe and Central Asia",2032,"Scenario 4","No aspirin",0.378449918654143
"Europe and Central Asia",2033,"Current care","Aspirin",0.384533868177411
"Europe and Central Asia",2033,"Current care","No aspirin",0.384533868177411
"Europe and Central Asia",2033,"Scenario 1","Aspirin",0.379158013117648
"Europe and Central Asia",2033,"Scenario 1","No aspirin",0.380705140862096
"Europe and Central Asia",2033,"Scenario 2","Aspirin",0.378785862299753
"Europe and Central Asia",2033,"Scenario 2","No aspirin",0.380382106419047
"Europe and Central Asia",2033,"Scenario 3","Aspirin",0.375429113697557
"Europe and Central Asia",2033,"Scenario 3","No aspirin",0.377543678666307
"Europe and Central Asia",2033,"Scenario 4","Aspirin",0.372066433806929
"Europe and Central Asia",2033,"Scenario 4","No aspirin",0.374695951390845
"Europe and Central Asia",2034,"Current care","Aspirin",0.381806519194463
"Europe and Central Asia",2034,"Current care","No aspirin",0.381806519194463
"Europe and Central Asia",2034,"Scenario 1","Aspirin",0.375906463257747
"Europe and Central Asia",2034,"Scenario 1","No aspirin",0.377619254929774
"Europe and Central Asia",2034,"Scenario 2","Aspirin",0.375413550842239
"Europe and Central Asia",2034,"Scenario 2","No aspirin",0.377191073758454
"Europe and Central Asia",2034,"Scenario 3","Aspirin",0.371700886983122
"Europe and Central Asia",2034,"Scenario 3","No aspirin",0.3740539228736
"Europe and Central Asia",2034,"Scenario 4","Aspirin",0.36798396606789
"Europe and Central Asia",2034,"Scenario 4","No aspirin",0.370907698546536
"Europe and Central Asia",2035,"Current care","Aspirin",0.378961883041933
"Europe and Central Asia",2035,"Current care","No aspirin",0.378961883041933
"Europe and Central Asia",2035,"Scenario 1","Aspirin",0.372528003289023
"Europe and Central Asia",2035,"Scenario 1","No aspirin",0.374406656824961
"Europe and Central Asia",2035,"Scenario 2","Aspirin",0.371910370750398
"Europe and Central Asia",2035,"Scenario 2","No aspirin",0.373869690759387
"Europe and Central Asia",2035,"Scenario 3","Aspirin",0.367842595532106
"Europe and Central Asia",2035,"Scenario 3","No aspirin",0.370434437455133
"Europe and Central Asia",2035,"Scenario 4","Aspirin",0.363772733450513
"Europe and Central Asia",2035,"Scenario 4","No aspirin",0.366990576395555
"Europe and Central Asia",2036,"Current care","Aspirin",0.376169330704162
"Europe and Central Asia",2036,"Current care","No aspirin",0.376169330704162
"Europe and Central Asia",2036,"Scenario 1","Aspirin",0.369197458075158
"Europe and Central Asia",2036,"Scenario 1","No aspirin",0.371243909780461
"Europe and Central Asia",2036,"Scenario 2","Aspirin",0.368454479227566
"Europe and Central Asia",2036,"Scenario 2","No aspirin",0.370597386989963
"Europe and Central Asia",2036,"Scenario 3","Aspirin",0.364029404923904
"Europe and Central Asia",2036,"Scenario 3","No aspirin",0.366862076799282
"Europe and Central Asia",2036,"Scenario 4","Aspirin",0.359604971658978
"Europe and Central Asia",2036,"Scenario 4","No aspirin",0.363118899221369
"Europe and Central Asia",2037,"Current care","Aspirin",0.373535652623741
"Europe and Central Asia",2037,"Current care","No aspirin",0.373535652623741
"Europe and Central Asia",2037,"Scenario 1","Aspirin",0.366068535334829
"Europe and Central Asia",2037,"Scenario 1","No aspirin",0.368278769486786
"Europe and Central Asia",2037,"Scenario 2","Aspirin",0.365156167089357
"Europe and Central Asia",2037,"Scenario 2","No aspirin",0.367484100866225
"Europe and Central Asia",2037,"Scenario 3","Aspirin",0.360372014370671
"Europe and Central Asia",2037,"Scenario 3","No aspirin",0.363447068588026
"Europe and Central Asia",2037,"Scenario 4","Aspirin",0.35559174892925
"Europe and Central Asia",2037,"Scenario 4","No aspirin",0.359403138322131
"Europe and Central Asia",2038,"Current care","Aspirin",0.370901267494399
"Europe and Central Asia",2038,"Current care","No aspirin",0.370901267494399
"Europe and Central Asia",2038,"Scenario 1","Aspirin",0.363040709832822
"Europe and Central Asia",2038,"Scenario 1","No aspirin",0.365400806341043
"Europe and Central Asia",2038,"Scenario 2","Aspirin",0.361856167789556
"Europe and Central Asia",2038,"Scenario 2","No aspirin",0.364368353827872
"Europe and Central Asia",2038,"Scenario 3","Aspirin",0.35671526635376
"Europe and Central Asia",2038,"Scenario 3","No aspirin",0.360031297455272
"Europe and Central Asia",2038,"Scenario 4","Aspirin",0.35158215275143
"Europe and Central Asia",2038,"Scenario 4","No aspirin",0.355688642984986
"Europe and Central Asia",2039,"Current care","Aspirin",0.368210392066903
"Europe and Central Asia",2039,"Current care","No aspirin",0.368210392066903
"Europe and Central Asia",2039,"Scenario 1","Aspirin",0.359964649679709
"Europe and Central Asia",2039,"Scenario 1","No aspirin",0.362472825096659
"Europe and Central Asia",2039,"Scenario 2","Aspirin",0.358503035670588
"Europe and Central Asia",2039,"Scenario 2","No aspirin",0.361198043622659
"Europe and Central Asia",2039,"Scenario 3","Aspirin",0.353008929635414
"Europe and Central Asia",2039,"Scenario 3","No aspirin",0.356563750258838
"Europe and Central Asia",2039,"Scenario 4","Aspirin",0.347526521317843
"Europe and Central Asia",2039,"Scenario 4","No aspirin",0.351924556550612
"Europe and Central Asia",2040,"Current care","Aspirin",0.365375568160379
"Europe and Central Asia",2040,"Current care","No aspirin",0.365375568160379
"Europe and Central Asia",2040,"Scenario 1","Aspirin",0.356757391093476
"Europe and Central Asia",2040,"Scenario 1","No aspirin",0.359411943504592
"Europe and Central Asia",2040,"Scenario 2","Aspirin",0.355022730235711
"Europe and Central Asia",2040,"Scenario 2","No aspirin",0.357897830736137
"Europe and Central Asia",2040,"Scenario 3","Aspirin",0.349213023784817
"Europe and Central Asia",2040,"Scenario 3","No aspirin",0.35299898075195
"Europe and Central Asia",2040,"Scenario 4","Aspirin",0.343356185598769
"Europe and Central Asia",2040,"Scenario 4","No aspirin",0.348039790233649
"Europe and Central Asia",2041,"Current care","Aspirin",0.36260862480284
"Europe and Central Asia",2041,"Current care","No aspirin",0.36260862480284
"Europe and Central Asia",2041,"Scenario 1","Aspirin",0.353631781830273
"Europe and Central Asia",2041,"Scenario 1","No aspirin",0.356432972004453
"Europe and Central Asia",2041,"Scenario 2","Aspirin",0.351605546464879
"Europe and Central Asia",2041,"Scenario 2","No aspirin",0.354662802034936
"Europe and Central Asia",2041,"Scenario 3","Aspirin",0.34548516493814
"Europe and Central Asia",2041,"Scenario 3","No aspirin",0.349505057356108
"Europe and Central Asia",2041,"Scenario 4","Aspirin",0.339243159753634
"Europe and Central Asia",2041,"Scenario 4","No aspirin",0.344214075590703
"Europe and Central Asia",2042,"Current care","Aspirin",0.36011979067234
"Europe and Central Asia",2042,"Current care","No aspirin",0.36011979067234
"Europe and Central Asia",2042,"Scenario 1","Aspirin",0.350840076730711
"Europe and Central Asia",2042,"Scenario 1","No aspirin",0.353785958901204
"Europe and Central Asia",2042,"Scenario 2","Aspirin",0.348437938333659
"Europe and Central Asia",2042,"Scenario 2","No aspirin",0.351684855926858
"Europe and Central Asia",2042,"Scenario 3","Aspirin",0.342016761923077
"Europe and Central Asia",2042,"Scenario 3","No aspirin",0.346278044047678
"Europe and Central Asia",2042,"Scenario 4","Aspirin",0.335394369044585
"Europe and Central Asia",2042,"Scenario 4","No aspirin",0.340658761951689
"Europe and Central Asia",2043,"Current care","Aspirin",0.357826201002033
"Europe and Central Asia",2043,"Current care","No aspirin",0.357826201002033
"Europe and Central Asia",2043,"Scenario 1","Aspirin",0.348343274835964
"Europe and Central Asia",2043,"Scenario 1","No aspirin",0.351426310074102
"Europe and Central Asia",2043,"Scenario 2","Aspirin",0.345429226267989
"Europe and Central Asia",2043,"Scenario 2","No aspirin",0.348874654107739
"Europe and Central Asia",2043,"Scenario 3","Aspirin",0.338766251275826
"Europe and Central Asia",2043,"Scenario 3","No aspirin",0.343270728778101
"Europe and Central Asia",2043,"Scenario 4","Aspirin",0.331684056538084
"Europe and Central Asia",2043,"Scenario 4","No aspirin",0.337255380298628
"Europe and Central Asia",2044,"Current care","Aspirin",0.355775354962557
"Europe and Central Asia",2044,"Current care","No aspirin",0.355775354962557
"Europe and Central Asia",2044,"Scenario 1","Aspirin",0.346099296674111
"Europe and Central Asia",2044,"Scenario 1","No aspirin",0.349324963808542
"Europe and Central Asia",2044,"Scenario 2","Aspirin",0.342618464597401
"Europe and Central Asia",2044,"Scenario 2","No aspirin",0.346273627482562
"Europe and Central Asia",2044,"Scenario 3","Aspirin",0.335718739863005
"Europe and Central Asia",2044,"Scenario 3","No aspirin",0.340477354481964
"Europe and Central Asia",2044,"Scenario 4","Aspirin",0.328218564153889
"Europe and Central Asia",2044,"Scenario 4","No aspirin",0.334103355599771
"Europe and Central Asia",2045,"Current care","Aspirin",0.353914691868226
"Europe and Central Asia",2045,"Current care","No aspirin",0.353914691868226
"Europe and Central Asia",2045,"Scenario 1","Aspirin",0.344024624030853
"Europe and Central Asia",2045,"Scenario 1","No aspirin",0.347404661378766
"Europe and Central Asia",2045,"Scenario 2","Aspirin",0.339966758161341
"Europe and Central Asia",2045,"Scenario 2","No aspirin",0.343841269417226
"Europe and Central Asia",2045,"Scenario 3","Aspirin",0.332810842329667
"Europe and Central Asia",2045,"Scenario 3","No aspirin",0.337836390335892
"Europe and Central Asia",2045,"Scenario 4","Aspirin",0.324908079157601
"Europe and Central Asia",2045,"Scenario 4","No aspirin",0.331117406035182
"Europe and Central Asia",2046,"Current care","Aspirin",0.352195029508399
"Europe and Central Asia",2046,"Current care","No aspirin",0.352195029508399
"Europe and Central Asia",2046,"Scenario 1","Aspirin",0.342071601540276
"Europe and Central Asia",2046,"Scenario 1","No aspirin",0.34562391534729
"Europe and Central Asia",2046,"Scenario 2","Aspirin",0.337423461533716
"Europe and Central Asia",2046,"Scenario 2","No aspirin",0.341526510808739
"Europe and Central Asia",2046,"Scenario 3","Aspirin",0.330005543207063
"Europe and Central Asia",2046,"Scenario 3","No aspirin",0.335308796710666
"Europe and Central Asia",2046,"Scenario 4","Aspirin",0.321702060270893
"Europe and Central Asia",2046,"Scenario 4","No aspirin",0.328245677393961
"Europe and Central Asia",2047,"Current care","Aspirin",0.350709412734507
"Europe and Central Asia",2047,"Current care","No aspirin",0.350709412734507
"Europe and Central Asia",2047,"Scenario 1","Aspirin",0.340323192054459
"Europe and Central Asia",2047,"Scenario 1","No aspirin",0.344062672877553
"Europe and Central Asia",2047,"Scenario 2","Aspirin",0.335063743810504
"Europe and Central Asia",2047,"Scenario 2","No aspirin",0.339405784601338
"Europe and Central Asia",2047,"Scenario 3","Aspirin",0.327370796402914
"Europe and Central Asia",2047,"Scenario 3","No aspirin",0.332969281036918
"Europe and Central Asia",2047,"Scenario 4","Aspirin",0.318659211670937
"Europe and Central Asia",2047,"Scenario 4","No aspirin",0.325552384266557
"Europe and Central Asia",2048,"Current care","Aspirin",0.349351012347815
"Europe and Central Asia",2048,"Current care","No aspirin",0.349351012347815
"Europe and Central Asia",2048,"Scenario 1","Aspirin",0.338692642878983
"Europe and Central Asia",2048,"Scenario 1","No aspirin",0.342616184403159
"Europe and Central Asia",2048,"Scenario 2","Aspirin",0.332796557712649
"Europe and Central Asia",2048,"Scenario 2","No aspirin",0.337382660023999
"Europe and Central Asia",2048,"Scenario 3","Aspirin",0.324820222464649
"Europe and Central Asia",2048,"Scenario 3","No aspirin",0.330726919291765
"Europe and Central Asia",2048,"Scenario 4","Aspirin",0.315690987127729
"Europe and Central Asia",2048,"Scenario 4","No aspirin",0.32294977767325
"Europe and Central Asia",2049,"Current care","Aspirin",0.348084401866374
"Europe and Central Asia",2049,"Current care","No aspirin",0.348084401866374
"Europe and Central Asia",2049,"Scenario 1","Aspirin",0.337127873519554
"Europe and Central Asia",2049,"Scenario 1","No aspirin",0.341233504453739
"Europe and Central Asia",2049,"Scenario 2","Aspirin",0.330598035347549
"Europe and Central Asia",2049,"Scenario 2","No aspirin",0.335428571554864
"Europe and Central Asia",2049,"Scenario 3","Aspirin",0.32232844154544
"Europe and Central Asia",2049,"Scenario 3","No aspirin",0.328548994922093
"Europe and Central Asia",2049,"Scenario 4","Aspirin",0.312779170841538
"Europe and Central Asia",2049,"Scenario 4","No aspirin",0.320411456530071
"Europe and Central Asia",2050,"Current care","Aspirin",0.346725922140597
"Europe and Central Asia",2050,"Current care","No aspirin",0.346725922140597
"Europe and Central Asia",2050,"Scenario 1","Aspirin",0.33549415220025
"Europe and Central Asia",2050,"Scenario 1","No aspirin",0.339780665158897
"Europe and Central Asia",2050,"Scenario 2","Aspirin",0.328358535097555
"Europe and Central Asia",2050,"Scenario 2","No aspirin",0.333426851197167
"Europe and Central Asia",2050,"Scenario 3","Aspirin",0.319848509225002
"Europe and Central Asia",2050,"Scenario 3","No aspirin",0.326368374991753
"Europe and Central Asia",2050,"Scenario 4","Aspirin",0.309939387421186
"Europe and Central Asia",2050,"Scenario 4","No aspirin",0.317923703611052
"Latin America and the Caribbean",2017,"Current care","Aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Current care","No aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 1","Aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 1","No aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 2","Aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 2","No aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 3","Aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 3","No aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 4","Aspirin",0.468991790358422
"Latin America and the Caribbean",2017,"Scenario 4","No aspirin",0.468991790358422
"Latin America and the Caribbean",2018,"Current care","Aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Current care","No aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 1","Aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 1","No aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 2","Aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 2","No aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 3","Aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 3","No aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 4","Aspirin",0.444499715984119
"Latin America and the Caribbean",2018,"Scenario 4","No aspirin",0.444499715984119
"Latin America and the Caribbean",2019,"Current care","Aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Current care","No aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 1","Aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 1","No aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 2","Aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 2","No aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 3","Aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 3","No aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 4","Aspirin",0.444219869905936
"Latin America and the Caribbean",2019,"Scenario 4","No aspirin",0.444219869905936
"Latin America and the Caribbean",2020,"Current care","Aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Current care","No aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 1","Aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 1","No aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 2","Aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 2","No aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 3","Aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 3","No aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 4","Aspirin",0.482171511995359
"Latin America and the Caribbean",2020,"Scenario 4","No aspirin",0.482171511995359
"Latin America and the Caribbean",2021,"Current care","Aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Current care","No aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 1","Aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 1","No aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 2","Aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 2","No aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 3","Aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 3","No aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 4","Aspirin",0.525515038698882
"Latin America and the Caribbean",2021,"Scenario 4","No aspirin",0.525515038698882
"Latin America and the Caribbean",2022,"Current care","Aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Current care","No aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 1","Aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 1","No aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 2","Aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 2","No aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 3","Aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 3","No aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 4","Aspirin",0.436909447876018
"Latin America and the Caribbean",2022,"Scenario 4","No aspirin",0.436909447876018
"Latin America and the Caribbean",2023,"Current care","Aspirin",0.434172366504196
"Latin America and the Caribbean",2023,"Current care","No aspirin",0.434172366504196
"Latin America and the Caribbean",2023,"Scenario 1","Aspirin",0.434016398775022
"Latin America and the Caribbean",2023,"Scenario 1","No aspirin",0.434075951890572
"Latin America and the Caribbean",2023,"Scenario 2","Aspirin",0.434016398775022
"Latin America and the Caribbean",2023,"Scenario 2","No aspirin",0.434075951890572
"Latin America and the Caribbean",2023,"Scenario 3","Aspirin",0.433869809040028
"Latin America and the Caribbean",2023,"Scenario 3","No aspirin",0.433949122053718
"Latin America and the Caribbean",2023,"Scenario 4","Aspirin",0.433722570581258
"Latin America and the Caribbean",2023,"Scenario 4","No aspirin",0.433821735277591
"Latin America and the Caribbean",2024,"Current care","Aspirin",0.431473358452806
"Latin America and the Caribbean",2024,"Current care","No aspirin",0.431473358452806
"Latin America and the Caribbean",2024,"Scenario 1","Aspirin",0.431146648388772
"Latin America and the Caribbean",2024,"Scenario 1","No aspirin",0.431274544116277
"Latin America and the Caribbean",2024,"Scenario 2","Aspirin",0.431146648388772
"Latin America and the Caribbean",2024,"Scenario 2","No aspirin",0.431274544116277
"Latin America and the Caribbean",2024,"Scenario 3","Aspirin",0.430839686890285
"Latin America and the Caribbean",2024,"Scenario 3","No aspirin",0.431009990053784
"Latin America and the Caribbean",2024,"Scenario 4","Aspirin",0.430531380936362
"Latin America and the Caribbean",2024,"Scenario 4","No aspirin",0.430744274631363
"Latin America and the Caribbean",2025,"Current care","Aspirin",0.429144549837283
"Latin America and the Caribbean",2025,"Current care","No aspirin",0.429144549837283
"Latin America and the Caribbean",2025,"Scenario 1","Aspirin",0.428634860516705
"Latin America and the Caribbean",2025,"Scenario 1","No aspirin",0.428838929323937
"Latin America and the Caribbean",2025,"Scenario 2","Aspirin",0.428634860516705
"Latin America and the Caribbean",2025,"Scenario 2","No aspirin",0.428838929323937
"Latin America and the Caribbean",2025,"Scenario 3","Aspirin",0.428155558174506
"Latin America and the Caribbean",2025,"Scenario 3","No aspirin",0.428427166392839
"Latin America and the Caribbean",2025,"Scenario 4","Aspirin",0.427674279563207
"Latin America and the Caribbean",2025,"Scenario 4","No aspirin",0.428013659188259
"Latin America and the Caribbean",2026,"Current care","Aspirin",0.426576291578558
"Latin America and the Caribbean",2026,"Current care","No aspirin",0.426576291578558
"Latin America and the Caribbean",2026,"Scenario 1","Aspirin",0.425874004848517
"Latin America and the Caribbean",2026,"Scenario 1","No aspirin",0.426160824931981
"Latin America and the Caribbean",2026,"Scenario 2","Aspirin",0.425874004848517
"Latin America and the Caribbean",2026,"Scenario 2","No aspirin",0.426160824931981
"Latin America and the Caribbean",2026,"Scenario 3","Aspirin",0.425212731779462
"Latin America and the Caribbean",2026,"Scenario 3","No aspirin",0.42559422954233
"Latin America and the Caribbean",2026,"Scenario 4","Aspirin",0.424549067936036
"Latin America and the Caribbean",2026,"Scenario 4","No aspirin",0.425025437625052
"Latin America and the Caribbean",2027,"Current care","Aspirin",0.42396022026503
"Latin America and the Caribbean",2027,"Current care","No aspirin",0.42396022026503
"Latin America and the Caribbean",2027,"Scenario 1","Aspirin",0.42305703481549
